Kod stacji,Nazwa stacji2,Rzeka/akwen,Status1,Stan aktualny,Czas pomiaru,Trend,Δ 1h,Δ 3h,Δ 6h,Δ 12h,Δ 06:00-06:00 UTC,Stan ostrzegawczy,Stan alarmowy,Zlewnia,Województwo,Powiat,Od/do progu ostrzegawczego,Od/do progu alarmowego,Od/do absolutnego minimum,Prognoza synoptyczna,Prognoza z modelu HD,Zjawiska lodowe,lat,lon
151160180,Bogdaszowice,Strzegomka (1348),,116 cm,wt, 2024-10-08 18:50 UTC,,-6 cm,-8 cm,-8 cm,-10 cm,-4 cm,180 cm,220 cm,Bystrzyca,dolnośląskie,wrocławski,-64 cm,-104 cm,52 cm,-,113 cm (śr, 2024-10-09 06:00 UTC)113 cm (cz, 2024-10-10 06:00 UTC)113 cm (pt, 2024-10-11 06:00 UTC),-,51.0867,16.7925
151170110,Bogusław,Prosna (184),,85 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-2 cm,5 cm,0 cm,250 cm,300 cm,Prosna,wielkopolskie,pleszewski,-165 cm,-215 cm,88 cm,-,86 cm (śr, 2024-10-09 06:00 UTC)85 cm (cz, 2024-10-10 06:00 UTC)80 cm (pt, 2024-10-11 06:00 UTC),-,51.8983,17.9536
150180040,Bojanów,Psina (1152),,64 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,-2 cm,-4 cm,150 cm,210 cm,Odra od Olzy do Kłodnicy,śląskie,raciborski,-86 cm,-146 cm,23 cm,-,-,-,50.0306,18.1542
154180070,Bolszewo,Bolszewka (4784),,49 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,4 cm,3 cm,6 cm,-2 cm,-,-,Przymorze od Wieprzy do Martwej Wisły,pomorskie,wejherowski,-,-,48 cm,-,-,-,54.6108,18.1667
152230110,Bondary,Narew (26),,212 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-1 cm,0 cm,-,-,Narew do Biebrzy,podlaskie,białostocki,-,-,71 cm,-,-,-,52.9403,23.7489
154200010,Bornity,Wałsza (568),,151 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-3 cm,-8 cm,0 cm,1 cm,380 cm,440 cm,Pasłęka,warmińsko-mazurskie,braniewski,-229 cm,-289 cm,46 cm,-,-,-,54.1858,20.0478
154180230,Borucino,Radunia (4868),,628 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,-,-,Martwa Wisła,pomorskie,kartuski,-,-,14 cm,-,-,-,54.2528,17.9961
154170240,Borucino,Borucinka (48681152),,257 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-1 cm,0 cm,-,-,Martwa Wisła,pomorskie,kartuski,-,-,11 cm,-,-,-,54.2556,17.98
152220070,Brańsk,Nurzec (267146),,72 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,1 cm,2 cm,1 cm,250 cm,300 cm,Nurzec,podlaskie,bielski,-178 cm,-228 cm,60 cm,-,-,-,52.7439,22.8186
150190010,Brynica,Brynica (2126),,149 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,-1 cm,-5 cm,180 cm,220 cm,Przemsza,śląskie,tarnogórski,-31 cm,-71 cm,41 cm,-,-,-,50.4725,19.0006
150170090,Brzeg,Odra (1),,260 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,9 cm,38 cm,-32 cm,-9 cm,460 cm,530 cm,Odra od Nysy Kłodzkiej do Baryczy,opolskie,brzeski,-200 cm,-270 cm,228 cm,-,235 cm (śr, 2024-10-09 06:00 UTC)228 cm (cz, 2024-10-10 06:00 UTC)227 cm (pt, 2024-10-11 06:00 UTC),-,50.8656,17.4694
150150120,Bukówka,Bóbr (16),,96 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,150 cm,180 cm,Bóbr,dolnośląskie,kamiennogórski,-54 cm,-84 cm,28 cm,-,-,-,50.7128,15.9575
150160170,Bystrzyca Kłodzka,Nysa Kłodzka (12),,23 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,0 cm,-3 cm,110 cm,180 cm,Nysa Kłodzka,dolnośląskie,kłodzki,-87 cm,-157 cm,21 cm,-,25 cm (śr, 2024-10-09 06:00 UTC)24 cm (cz, 2024-10-10 06:00 UTC)24 cm (pt, 2024-10-11 06:00 UTC),-,50.2936,16.6483
150160150,Bystrzyca Kłodzka,Bystrzyca (1214),,36 cm,wt, 2024-10-08 18:40 UTC,,-1 cm,-1 cm,-4 cm,-5 cm,-2 cm,80 cm,120 cm,Nysa Kłodzka,dolnośląskie,kłodzki,-44 cm,-84 cm,38 cm,-,-,-,50.2964,16.6486
151200100,Bzin,Kamienna (234),,123 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,0 cm,1 cm,180 cm,230 cm,Kamienna,świętokrzyskie,skarżyski,-57 cm,-107 cm,65 cm,-,-,-,51.1036,20.8556
154170110,Cecenowo,Łeba (476),,124 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-1 cm,-,-,Łeba,pomorskie,słupski,-,-,73 cm,-,-,-,54.6544,17.5642
149180020,Chałupki,Odra (1),,206 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-2 cm,-4 cm,300 cm,420 cm,Odra od Opawy do Olzy,śląskie,raciborski,-94 cm,-214 cm,148 cm,-,193 cm (śr, 2024-10-09 06:00 UTC)188 cm (cz, 2024-10-10 06:00 UTC)198 cm (pt, 2024-10-11 06:00 UTC),brak zjawisk,49.9219,18.3278
154160140,Charnowo,Słupia (472),,177 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,2 cm,5 cm,-4 cm,290 cm,340 cm,Słupia,pomorskie,słupski,-113 cm,-163 cm,97 cm,-,179 cm (śr, 2024-10-09 06:00 UTC)179 cm (cz, 2024-10-10 06:00 UTC)179 cm (pt, 2024-10-11 06:00 UTC),-,54.5461,16.9275
153220110,Chełchy,Lega (2626),,86 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,2 cm,-2 cm,-,-,Lega,warmińsko-mazurskie,ełcki,-,-,39 cm,-,-,-,53.8794,22.4678
152150230,Chełst,Miała (18892),,369 cm,wt, 2024-10-08 18:50 UTC,,2 cm,1 cm,1 cm,0 cm,-1 cm,-,-,Noteć od Drawy do ujścia,wielkopolskie,czarnkowsko-trzcianecki,-,-,39 cm,-,-,-,52.8292,15.9492
153179996,Chociński Młyn,Chocina (292332),,59 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,0 cm,0 cm,-,-,-,Brda,kujawsko-pomorskie,-,-,-,29 cm,-,-,-,53.8314,17.4483
151150180,Chojnów,Skora (13866),,65 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-3 cm,120 cm,150 cm,Kaczawa,dolnośląskie,legnicki,-55 cm,-85 cm,53 cm,-,65 cm (śr, 2024-10-09 06:00 UTC)65 cm (cz, 2024-10-10 06:00 UTC)65 cm (pt, 2024-10-11 06:00 UTC),-,51.2728,15.9456
152230030,Chraboły,Orlanka (2614),,118 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-6 cm,9 cm,9 cm,2 cm,310 cm,350 cm,Narew do Biebrzy,podlaskie,bielski,-192 cm,-232 cm,50 cm,-,-,-,52.8622,23.1958
150160030,Chwaliszów,Strzegomka (1348),,137 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,0 cm,0 cm,-3 cm,200 cm,250 cm,Bystrzyca,dolnośląskie,wałbrzyski,-63 cm,-113 cm,51 cm,-,-,-,50.8778,16.2331
153170050,Ciecholewy,Brda (292),,172 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,210 cm,240 cm,Brda,pomorskie,chojnicki,-38 cm,-68 cm,93 cm,-,-,-,53.8144,17.4108
154160130,Ciecholub,Studnica (464),,136 cm,wt, 2024-10-08 18:50 UTC,,1 cm,0 cm,1 cm,0 cm,0 cm,-,-,Wieprza,pomorskie,słupski,-,-,73 cm,-,-,-,54.1658,16.9022
149180070,Cieszyn,Młynówka (11448),,125 cm,wt, 2024-10-08 18:50 UTC,,-2 cm,-1 cm,-1 cm,-,0 cm,-,-,Olza,śląskie,cieszyński,-,-,45 cm,-,-,-,49.7461,18.6314
151210070,Cyganówka,Wilga (2536),,113 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,3 cm,-,-,Wisła od Wieprza do Narwi,mazowieckie,garwoliński,-,-,23 cm,-,-,-,51.8619,21.4503
153220090,Czachy,Wissa (26296),,247 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-1 cm,320 cm,360 cm,Biebrza,podlaskie,grajewski,-73 cm,-113 cm,49 cm,-,-,-,53.3781,22.4461
149190120,Czaniec-Kobiernice,Soła (2132),,194 cm,wt, 2024-10-08 18:50 UTC,,47 cm,47 cm,43 cm,47 cm,-1 cm,320 cm,450 cm,Soła,śląskie,bielski,-126 cm,-256 cm,51 cm,-,-,-,49.8483,19.2278
152160070,Czarnków,Noteć (188),,198 cm,wt, 2024-10-08 18:50 UTC,,0 cm,3 cm,-10 cm,-13 cm,2 cm,250 cm,300 cm,Noteć od Gwdy do Drawy,wielkopolskie,czarnkowsko-trzcianecki,-52 cm,-102 cm,179 cm,-,199 cm (śr, 2024-10-09 06:00 UTC)197 cm (cz, 2024-10-10 06:00 UTC)196 cm (pt, 2024-10-11 06:00 UTC),-,52.9083,16.5542
152210100,Czarnowo,Orz (2656),,137 cm,wt, 2024-10-08 18:50 UTC,,1 cm,0 cm,0 cm,0 cm,0 cm,270 cm,320 cm,Narew od Pisy do zb. Dębe,mazowieckie,ostrołęcki,-133 cm,-183 cm,39 cm,-,-,-,52.8833,21.5372
149200230,Czchów,Dunajec (214),,145 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,5 cm,39 cm,25 cm,-14 cm,310 cm,410 cm,Dunajec od Popradu do ujścia,małopolskie,brzeski,-165 cm,-265 cm,58 cm,-,-,-,49.8164,20.6819
149190010,Czechowice-Bestwina,Biała (2114),,127 cm,wt, 2024-10-08 18:50 UTC,,1 cm,2 cm,1 cm,3 cm,-1 cm,190 cm,260 cm,Wisła do Przemszy (Mała Wisła),śląskie,bielski,-63 cm,-133 cm,62 cm,-,-,-,49.8914,19.0303
149180250,Czechowice-Dziedzice,Iłownica (2112),,202 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,1 cm,-,-,330 cm,420 cm,Wisła do Przemszy (Mała Wisła),śląskie,bielski,-128 cm,-218 cm,82 cm,-,-,-,49.9136,18.9864
151210090,Czekarzewice,Kamienna (234),,63 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-1 cm,4 cm,-3 cm,160 cm,220 cm,Kamienna,świętokrzyskie,opatowski,-97 cm,-157 cm,38 cm,-,64 cm (śr, 2024-10-09 06:00 UTC)63 cm (cz, 2024-10-10 06:00 UTC)63 cm (pt, 2024-10-11 06:00 UTC),-,51.0331,21.6814
154160150,Darłowo,Morze Bałtyckie (0),,504 cm,wt, 2024-10-08 18:50 UTC,,0 cm,3 cm,4 cm,7 cm,-2 cm,570 cm,610 cm,Wieprza,zachodniopomorskie,sławieński,-66 cm,-106 cm,106 cm,-,-,-,54.4392,16.3803
151190120,Dąbrowa,Czarna (2544),,259 cm,wt, 2024-10-08 18:50 UTC,,2 cm,3 cm,5 cm,11 cm,-18 cm,370 cm,400 cm,Pilica,łódzkie,piotrkowski,-111 cm,-141 cm,79 cm,-,-,-,51.3139,19.9717
151150140,Dąbrowa Bolesławiecka,Bóbr (16),,111 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,1 cm,1 cm,0 cm,300 cm,350 cm,Bóbr,dolnośląskie,bolesławiecki,-189 cm,-239 cm,68 cm,-,111 cm (śr, 2024-10-09 06:00 UTC)111 cm (cz, 2024-10-10 06:00 UTC)112 cm (pt, 2024-10-11 06:00 UTC),-,51.3258,15.5706
151150050,Dobroszów Wielki,Bóbr (16),,200 cm,wt, 2024-10-08 18:50 UTC,,-2 cm,-21 cm,-21 cm,-24 cm,0 cm,-,-,Bóbr,lubuskie,zielonogórski,-,-,122 cm,-,220 cm (śr, 2024-10-09 06:00 UTC)219 cm (cz, 2024-10-10 06:00 UTC)218 cm (pt, 2024-10-11 06:00 UTC),-,51.7742,15.2561
150170200,Domaradz,Bogacica (1324),,167 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,1 cm,-2 cm,200 cm,250 cm,Stobrawa,opolskie,namysłowski,-33 cm,-83 cm,63 cm,-,-,-,50.9542,17.8644
149180080,Drogomyśl,Wisła (2),,126 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,1 cm,-1 cm,-,-,Wisła do Przemszy (Mała Wisła),śląskie,cieszyński,-,-,58 cm,-,-,-,49.8858,18.7494
151160050,Dunino,Kaczawa (138),,101 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-3 cm,130 cm,200 cm,Kaczawa,dolnośląskie,legnicki,-29 cm,-99 cm,86 cm,-,100 cm (śr, 2024-10-09 06:00 UTC)100 cm (cz, 2024-10-10 06:00 UTC)100 cm (pt, 2024-10-11 06:00 UTC),-,51.1569,16.0772
151180130,Działoszyn,Warta (18),,438 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,530 cm,570 cm,Warta do Widawki,łódzkie,pajęczański,-92 cm,-132 cm,50 cm,438 cm (śr, 2024-10-09 06:00 UTC)438 cm (cz, 2024-10-10 06:00 UTC),438 cm (śr, 2024-10-09 06:00 UTC)438 cm (cz, 2024-10-10 06:00 UTC)438 cm (pt, 2024-10-11 06:00 UTC),-,51.1103,18.8733
153190100,Dziarny,Iławka (2856),,62 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-1 cm,130 cm,140 cm,Drwęca,warmińsko-mazurskie,iławski,-68 cm,-78 cm,64 cm,-,-,-,53.5706,19.6147
153140070,Dziwnów,Morze Bałtyckie (0),,501 cm,wt, 2024-10-08 18:50 UTC,,-5 cm,0 cm,1 cm,3 cm,7 cm,560 cm,580 cm,Cieśnina Dziwna,zachodniopomorskie,kamieński,-59 cm,-79 cm,115 cm,-,-,-,54.0206,14.7317
154190060,Elbląg,Elbląg (54),,512 cm,wt, 2024-10-08 18:50 UTC,,-3 cm,-2 cm,-,-6 cm,1 cm,590 cm,610 cm,Elbląg,warmińsko-mazurskie,elbląski,-78 cm,-98 cm,102 cm,-,-,-,54.1722,19.3878
153180140,Elgiszewo,Drwęca (28),,63 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-1 cm,-1 cm,200 cm,230 cm,Drwęca,kujawsko-pomorskie,golubsko-dobrzyński,-137 cm,-167 cm,53 cm,-,64 cm (śr, 2024-10-09 06:00 UTC)63 cm (cz, 2024-10-10 06:00 UTC)63 cm (pt, 2024-10-11 06:00 UTC),-,53.0608,18.9281
153230010,Fasty,Supraśl (2616),,130 cm,wt, 2024-10-08 18:50 UTC,,1 cm,3 cm,5 cm,2 cm,-10 cm,220 cm,250 cm,Supraśl,podlaskie,białostocki,-90 cm,-120 cm,53 cm,-,-,-,53.1786,23.0267
154170050,Gardna Wielka,Jez. Gardno (Łupawa) (474),,-,-,-,-,-,-,-,-1 cm,570 cm,610 cm,Łupawa,pomorskie,słupski,-,-,-,-,-,-,54.6392,17.1647
154180140,Gdańsk - Port Północny,Morze Bałtyckie (0),,498 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,-1 cm,1 cm,-6 cm,550 cm,570 cm,-,pomorskie,Gdańsk,-52 cm,-72 cm,103 cm,499 cm (wt, 2024-10-08 06:00 UTC)498 cm (śr, 2024-10-09 06:00 UTC)494 cm (cz, 2024-10-10 06:00 UTC),-,-,54.3997,18.6981
154180160,Gdańsk - Sobieszewo,Martwa Wisła (48),,498 cm,wt, 2024-10-08 18:50 UTC,,1 cm,0 cm,0 cm,3 cm,-7 cm,550 cm,570 cm,Martwa Wisła,pomorskie,Gdańsk,-52 cm,-72 cm,96 cm,-,-,-,54.3464,18.8153
154180200,Gdańsk - Świbno,Wisła (2),,503 cm,wt, 2024-10-08 18:50 UTC,,1 cm,1 cm,0 cm,2 cm,-6 cm,600 cm,680 cm,Wisła od Wierzycy do ujścia,pomorskie,Gdańsk,-97 cm,-177 cm,90 cm,-,-,-,54.3364,18.9356
154180210,Gdańsk - Ujście Wisły,Wisła (2),,506 cm,wt, 2024-10-08 18:50 UTC,,2 cm,2 cm,-1 cm,1 cm,-5 cm,600 cm,680 cm,Wisła od Wierzycy do ujścia,pomorskie,Gdańsk,-94 cm,-174 cm,91 cm,-,-,-,54.3528,18.9428
154180120,Gdynia,Morze Bałtyckie (0),,493 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-2 cm,3 cm,-5 cm,550 cm,570 cm,Przymorze od Wieprzy do Martwej Wisły,pomorskie,Gdynia,-57 cm,-77 cm,84 cm,493 cm (wt, 2024-10-08 06:00 UTC)494 cm (śr, 2024-10-09 06:00 UTC)494 cm (cz, 2024-10-10 06:00 UTC),-,-,54.5178,18.5553
150180220,Gliwice,Kłodnica (116),,85 cm,wt, 2024-10-08 18:50 UTC,,1 cm,0 cm,-1 cm,1 cm,-2 cm,160 cm,220 cm,Kłodnica,śląskie,Gliwice,-75 cm,-135 cm,37 cm,-,-,-,50.2981,18.6683
150210110,Głowaczowa,Grabinka (21876),,146 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,0 cm,2 cm,3 cm,-2 cm,220 cm,300 cm,Wisłoka,podkarpackie,dębicki,-74 cm,-154 cm,56 cm,-,-,-,50.0497,21.3125
152160150,Głuszyna,Kopel (18574),,140 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-1 cm,-1 cm,-1 cm,-,-,Warta od Prosny do Wełny,wielkopolskie,Poznań,-,-,49 cm,-,-,-,52.3169,16.9531
150160290,Gniechowice,Czarna Woda (1346),,95 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,-2 cm,-4 cm,150 cm,180 cm,Bystrzyca,dolnośląskie,wrocławski,-55 cm,-85 cm,85 cm,-,-,-,50.9875,16.8292
149180240,Goczałkowice,Wisła (2),,96 cm,wt, 2024-10-08 18:40 UTC,,0 cm,-1 cm,-2 cm,-6 cm,-2 cm,290 cm,410 cm,Wisła do Przemszy (Mała Wisła),śląskie,pszczyński,-194 cm,-314 cm,48 cm,-,98 cm (śr, 2024-10-09 06:00 UTC)98 cm (cz, 2024-10-10 06:00 UTC)98 cm (pt, 2024-10-11 06:00 UTC),-,49.9317,18.9858
149200190,Gołkowice,Dunajec (214),,149 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,0 cm,-2 cm,320 cm,400 cm,Dunajec do Popradu,małopolskie,nowosądecki,-171 cm,-251 cm,48 cm,-,-,-,49.5497,20.57
149180040,Gołkowice,Szotkówka (1148),,133 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,1 cm,-1 cm,-,-,Olza,śląskie,wodzisławski,-,-,56 cm,-,-,-,49.9258,18.4964
154180060,Goręczyno,Radunia (4868),,132 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-1 cm,-1 cm,210 cm,240 cm,Martwa Wisła,pomorskie,kartuski,-78 cm,-108 cm,48 cm,-,-,-,54.2636,18.1647
150160100,Gorzuchów,Ścinawka (122),,69 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,-1 cm,-4 cm,120 cm,160 cm,Nysa Kłodzka,dolnośląskie,kłodzki,-51 cm,-91 cm,49 cm,-,69 cm (śr, 2024-10-09 06:00 UTC)69 cm (cz, 2024-10-10 06:00 UTC)69 cm (pt, 2024-10-11 06:00 UTC),-,50.4853,16.5711
150230070,Gozdów,Huczwa (267142),,237 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-2 cm,-3 cm,9 cm,290 cm,350 cm,Huczwa,lubelskie,hrubieszowski,-53 cm,-113 cm,118 cm,-,-,-,50.7775,23.8072
149180120,Górki Wielkie,Brennica (21114),,159 cm,wt, 2024-10-08 18:40 UTC,,0 cm,0 cm,0 cm,-1 cm,1 cm,220 cm,260 cm,Wisła do Przemszy (Mała Wisła),śląskie,cieszyński,-61 cm,-101 cm,56 cm,-,-,-,49.7725,18.8525
150180080,Grabówka,Bierawka (1158),,55 cm,wt, 2024-10-08 18:50 UTC,,1 cm,2 cm,2 cm,-,-,90 cm,140 cm,Odra od Olzy do Kłodnicy,opolskie,kędzierzyńsko-kozielski,-35 cm,-85 cm,48 cm,-,-,-,50.2844,18.2758
149200310,Grybów,Biała (2148),,262 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-2 cm,320 cm,400 cm,Dunajec od Popradu do ujścia,małopolskie,nowosądecki,-58 cm,-138 cm,92 cm,-,-,-,49.6239,20.9458
153140030,Gryfino,Odra (1),,540 cm,wt, 2024-10-08 18:50 UTC,,1 cm,1 cm,2 cm,0 cm,-8 cm,570 cm,600 cm,-,zachodniopomorskie,gryfiński,-30 cm,-60 cm,106 cm,541 cm (wt, 2024-10-08 06:00 UTC)549 cm (śr, 2024-10-09 06:00 UTC)543 cm (cz, 2024-10-10 06:00 UTC),-,-,53.2569,14.4844
151150110,Gryfów Śląski,Kwisa (166),,110 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-2 cm,-4 cm,220 cm,260 cm,Kwisa,dolnośląskie,lwówecki,-110 cm,-150 cm,21 cm,-,111 cm (śr, 2024-10-09 06:00 UTC)111 cm (cz, 2024-10-10 06:00 UTC)111 cm (pt, 2024-10-11 06:00 UTC),-,51.0267,15.4131
151140010,Gubin,Nysa Łużycka (174),,82 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-7 cm,-,-5 cm,3 cm,300 cm,400 cm,Nysa Łużycka,lubuskie,krośnieński,-218 cm,-318 cm,75 cm,-,79 cm (śr, 2024-10-09 06:00 UTC)76 cm (cz, 2024-10-10 06:00 UTC)75 cm (pt, 2024-10-11 06:00 UTC),-,51.9719,14.7069
153160200,Gwda Wielka,Gwda (1886),,65 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-1 cm,-,-,Gwda,zachodniopomorskie,szczecinecki,-,-,53 cm,-,-,-,53.7403,16.7936
153230130,Harasimowicze,Sidra (26214),,505 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,1 cm,2 cm,4 cm,590 cm,620 cm,Biebrza,podlaskie,sokólski,-85 cm,-115 cm,66 cm,-,-,-,53.6625,23.4489
153180120,Hel,Morze Bałtyckie (0),,495 cm,wt, 2024-10-08 18:40 UTC,,0 cm,0 cm,-3 cm,1 cm,-5 cm,550 cm,570 cm,Przymorze od Wieprzy do Martwej Wisły,pomorskie,pucki,-55 cm,-75 cm,85 cm,496 cm (wt, 2024-10-08 06:00 UTC)497 cm (śr, 2024-10-09 06:00 UTC)494 cm (cz, 2024-10-10 06:00 UTC),-,-,54.6019,18.8006
153190080,Iława,Jez. Jeziorak (Iławka) (2856),,893 cm,wt, 2024-10-08 18:50 UTC,,1 cm,0 cm,1 cm,0 cm,-1 cm,930 cm,940 cm,Drwęca,warmińsko-mazurskie,iławski,-37 cm,-47 cm,43 cm,-,-,-,53.5978,19.5564
151150030,Iłowa,Czerna Mała (1686),,149 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,180 cm,200 cm,Bóbr,lubuskie,żagański,-31 cm,-51 cm,59 cm,-,-,-,51.5031,15.1983
149180130,Istebna,Olza (114),,116 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-1 cm,-1 cm,0 cm,190 cm,210 cm,Olza,śląskie,cieszyński,-74 cm,-94 cm,63 cm,-,-,-,49.5719,18.8928
154170090,Izbica,Jez. Łebsko (Łeba) (476),,502 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,0 cm,-1 cm,-1 cm,-3 cm,560 cm,600 cm,Łeba,pomorskie,słupski,-58 cm,-98 cm,44 cm,-,-,-,54.6811,17.4281
149200200,Jakubkowice,Łososina (214734),,54 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-1 cm,-6 cm,200 cm,350 cm,Dunajec od Popradu do ujścia,małopolskie,nowosądecki,-146 cm,-296 cm,14 cm,-,-,-,49.7394,20.63
150150030,Jakuszyce,Kamienna (162),,26 cm,wt, 2024-10-08 18:40 UTC,,0 cm,0 cm,-1 cm,-1 cm,-2 cm,80 cm,120 cm,Bóbr,dolnośląskie,karkonoski,-54 cm,-94 cm,20 cm,-,-,-,50.8225,15.44
150190350,Januszewice,Czarna (2542),,303 cm,wt, 2024-10-08 18:50 UTC,,1 cm,1 cm,4 cm,7 cm,4 cm,360 cm,410 cm,Pilica,świętokrzyskie,włoszczowski,-57 cm,-107 cm,69 cm,-,-,-,50.9417,19.9608
150170080,Jarnołtówek,Złoty Potok (117644),,74 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-18 cm,0 cm,120 cm,170 cm,Odra od Kłodnicy do Małej Panwi,opolskie,nyski,-46 cm,-96 cm,13 cm,-,-,-,50.2858,17.4281
150220100,Jarosław,San (22),,59 cm,wt, 2024-10-08 18:40 UTC,,0 cm,-1 cm,-1 cm,-4 cm,-8 cm,440 cm,620 cm,San od Wiaru do Wisłoka,podkarpackie,jarosławski,-381 cm,-561 cm,37 cm,-,57 cm (śr, 2024-10-09 06:00 UTC)54 cm (cz, 2024-10-10 06:00 UTC)52 cm (pt, 2024-10-11 06:00 UTC),-,50.0211,22.7028
149190060,Jawiszowice,Wisła (2),,267 cm,wt, 2024-10-08 18:40 UTC,,5 cm,6 cm,5 cm,6 cm,-8 cm,480 cm,630 cm,Wisła do Przemszy (Mała Wisła),małopolskie,oświęcimski,-213 cm,-363 cm,107 cm,-,260 cm (śr, 2024-10-09 06:00 UTC)260 cm (cz, 2024-10-10 06:00 UTC)259 cm (pt, 2024-10-11 06:00 UTC),-,49.9725,19.1219
151160090,Jawor,Nysa Szalona (1384),,45 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-1 cm,-4 cm,100 cm,150 cm,Kaczawa,dolnośląskie,jaworski,-55 cm,-105 cm,40 cm,-,-,-,51.0483,16.1897
150150080,Jelenia Góra,Bóbr (16),,114 cm,wt, 2024-10-08 18:50 UTC,,2 cm,-1 cm,0 cm,-2 cm,-7 cm,160 cm,220 cm,Bóbr,dolnośląskie,Jelenia Góra,-46 cm,-106 cm,54 cm,-,113 cm (śr, 2024-10-09 06:00 UTC)112 cm (cz, 2024-10-10 06:00 UTC)112 cm (pt, 2024-10-11 06:00 UTC),-,50.9108,15.7214
150150070,Jelenia Góra,Kamienna (162),,86 cm,wt, 2024-10-08 18:50 UTC,,2 cm,3 cm,3 cm,2 cm,-12 cm,160 cm,200 cm,Bóbr,dolnośląskie,Jelenia Góra,-74 cm,-114 cm,38 cm,-,83 cm (śr, 2024-10-09 06:00 UTC)82 cm (cz, 2024-10-10 06:00 UTC)82 cm (pt, 2024-10-11 06:00 UTC),-,50.8986,15.7222
