Kod stacji,Nazwa stacji2,Rzeka/akwen,Status1,Stan aktualny,Czas pomiaru,Trend,Δ 1h,Δ 3h,Δ 6h,Δ 12h,Δ 06:00-06:00 UTC,Stan ostrzegawczy,Stan alarmowy,Zlewnia,Województwo,Powiat,Od/do progu ostrzegawczego,Od/do progu alarmowego,Od/do absolutnego minimum,Prognoza synoptyczna,Prognoza z modelu HD,Zjawiska lodowe,lat,lon
150210030,Mocha,Łagowica (217832),,292 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-2 cm,-2 cm,-2 cm,370 cm,420 cm,Czarna,świętokrzyskie,kielecki,-78 cm,-128 cm,122 cm,-,-,-,50.6706,21.0803
153150020,Morzyca,Mała Ina (1986),,81 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,0 cm,-,-,Ina,zachodniopomorskie,-,-,-,64 cm,-,-,-,53.2086,15.1469
152160130,Mosina,Kanał Mosiński (1856),,45 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,0 cm,160 cm,250 cm,Kanał Mosiński,wielkopolskie,poznański,-115 cm,-205 cm,45 cm,-,44 cm (wt, 2024-10-08 06:00 UTC)44 cm (śr, 2024-10-09 06:00 UTC)44 cm (cz, 2024-10-10 06:00 UTC),-,52.2483,16.8564
150160130,Mościsko,Piława (1344),,85 cm,pn, 2024-10-07 20:00 UTC,,-,-,-,-4 cm,-8 cm,220 cm,250 cm,Bystrzyca,dolnośląskie,dzierżoniowski,-135 cm,-165 cm,75 cm,-,82 cm (wt, 2024-10-08 06:00 UTC)83 cm (śr, 2024-10-09 06:00 UTC)82 cm (cz, 2024-10-10 06:00 UTC),-,50.7819,16.5842
153170110,Motyl,Sępolna (29274),,477 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-1 cm,0 cm,-,-,Brda,kujawsko-pomorskie,bydgoski,-,-,31 cm,-,-,-,53.4281,17.8267
150190220,Mstów,Warta (18),,86 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,1 cm,1 cm,120 cm,170 cm,Warta do Widawki,śląskie,częstochowski,-34 cm,-84 cm,44 cm,-,86 cm (wt, 2024-10-08 06:00 UTC)85 cm (śr, 2024-10-09 06:00 UTC)85 cm (cz, 2024-10-10 06:00 UTC),-,50.8311,19.2889
149200300,Muszyna,Poprad (2142),,106 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,-2 cm,-3 cm,210 cm,290 cm,Poprad,małopolskie,nowosądecki,-104 cm,-184 cm,20 cm,-,-,-,49.3394,20.8919
149200290,Muszyna-Milik,Poprad (2142),,108 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,1 cm,0 cm,-3 cm,260 cm,350 cm,Poprad,małopolskie,nowosądecki,-152 cm,-242 cm,46 cm,-,-,-,49.35,20.8853
152140120,Myślibórz,Myśla (1912),,78 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,0 cm,-,-,Myśla,zachodniopomorskie,myśliborski,-,-,50 cm,-,-,-,52.9214,14.8622
151170090,Namysłów,Widawa (136),,132 cm,pn, 2024-10-07 20:10 UTC,,-1 cm,-7 cm,-18 cm,-24 cm,0 cm,210 cm,250 cm,Widawa,opolskie,namysłowski,-78 cm,-118 cm,45 cm,-,-,-,51.0803,17.71
150180090,Nędza,Sumina (11568),,57 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-2 cm,-5 cm,0 cm,-,-,Odra od Olzy do Kłodnicy,śląskie,raciborski,-,-,36 cm,-,-,-,50.1578,18.3106
149200120,Niedzica,Niedziczanka (214172),,125 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,-2 cm,200 cm,260 cm,Dunajec do Popradu,małopolskie,nowotarski,-75 cm,-135 cm,26 cm,-,-,-,49.4114,20.3022
150230010,Nielisz,Wieprz (24),,90 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,3 cm,14 cm,2 cm,200 cm,230 cm,Wieprz,lubelskie,zamojski,-110 cm,-140 cm,112 cm,-,-,-,50.8086,23.0411
149220210,Nienowice,Wisznia (2252),,116 cm,pn, 2024-10-07 20:20 UTC,,-,3 cm,0 cm,0 cm,8 cm,340 cm,460 cm,San od Wiaru do Wisłoka,podkarpackie,jarosławski,-224 cm,-344 cm,70 cm,-,-,-,49.9378,22.9169
150210080,Nietulisko Duże,Świślina (2348),,230 cm,pn, 2024-10-07 20:20 UTC,,-,-18 cm,-8 cm,2 cm,-2 cm,460 cm,510 cm,Kamienna,świętokrzyskie,ostrowiecki,-230 cm,-280 cm,30 cm,-,-,-,50.9789,21.2419
150190100,Niwka,Biała Przemsza (2128),,184 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-3 cm,-,-1 cm,260 cm,280 cm,Przemsza,śląskie,Sosnowiec,-76 cm,-96 cm,14 cm,-,-,-,50.2358,19.1608
150180210,Niwki,Liswarta (1816),,138 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-2 cm,1 cm,200 cm,250 cm,Warta do Widawki,śląskie,lubliniecki,-62 cm,-112 cm,44 cm,-,-,-,50.8208,18.6625
154190130,Nowa Pasłęka,Zalew Wiślany (5119),,506 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,2 cm,0 cm,-2 cm,590 cm,630 cm,Zalew Wiślany od Elbląga do Pasłęki,warmińsko-mazurskie,braniewski,-84 cm,-124 cm,86 cm,-,-,-,54.4258,19.7461
152170060,Nowa Wieś Podgórna,Warta (18),,234 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-1 cm,0 cm,430 cm,480 cm,Warta od Prosny do Wełny,wielkopolskie,wrzesiński,-196 cm,-246 cm,127 cm,235 cm (wt, 2024-10-08 06:00 UTC)234 cm (śr, 2024-10-09 06:00 UTC)234 cm (cz, 2024-10-10 06:00 UTC),234 cm (wt, 2024-10-08 06:00 UTC)232 cm (śr, 2024-10-09 06:00 UTC)231 cm (cz, 2024-10-10 06:00 UTC),-,52.1417,17.59
154190050,Nowakowo,Zalew Wiślany (5119),,520 cm,pn, 2024-10-07 20:20 UTC,,-,-5 cm,1 cm,0 cm,-8 cm,590 cm,630 cm,Elbląg,warmińsko-mazurskie,elbląski,-70 cm,-110 cm,145 cm,-,-,-,54.2306,19.3631
152210130,Nowe Kaczkowo,Brok (2671476),,136 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,1 cm,2 cm,0 cm,-,-,Bug od Nurca do Liwca,mazowieckie,ostrowski,-,-,63 cm,-,-,-,52.7283,21.9556
153190090,Nowe Miasto Lubawskie,Drwęca (28),,153 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,1 cm,0 cm,1 cm,330 cm,340 cm,Drwęca,warmińsko-mazurskie,nowomiejski,-177 cm,-187 cm,103 cm,-,153 cm (wt, 2024-10-08 06:00 UTC)152 cm (śr, 2024-10-09 06:00 UTC)151 cm (cz, 2024-10-10 06:00 UTC),-,53.4222,19.59
154190110,Nowe Sadłuki,Bauda (558),,86 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-1 cm,-2 cm,300 cm,390 cm,Zalew Wiślany od Elbląga do Pasłęki,warmińsko-mazurskie,elbląski,-214 cm,-304 cm,52 cm,-,-,-,54.2603,19.7117
151150100,Nowogrodziec,Kwisa (166),,160 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,2 cm,1 cm,-1 cm,330 cm,380 cm,Kwisa,dolnośląskie,bolesławiecki,-170 cm,-220 cm,78 cm,-,156 cm (wt, 2024-10-08 06:00 UTC)142 cm (śr, 2024-10-09 06:00 UTC)129 cm (cz, 2024-10-10 06:00 UTC),-,51.2031,15.3958
151150040,Nowogród Bobrzański,Bóbr (16),,169 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,3 cm,1 cm,1 cm,250 cm,300 cm,Bóbr,lubuskie,zielonogórski,-81 cm,-131 cm,59 cm,-,168 cm (wt, 2024-10-08 06:00 UTC)168 cm (śr, 2024-10-09 06:00 UTC)166 cm (cz, 2024-10-10 06:00 UTC),-,51.7986,15.2369
153230170,Nowosiółki,Supraśl (2616),,142 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,1 cm,2 cm,5 cm,200 cm,240 cm,Supraśl,podlaskie,białostocki,-58 cm,-98 cm,62 cm,-,-,-,53.1733,23.53
154190040,Nowotki,Nogat (52),,507 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,4 cm,1 cm,-9 cm,570 cm,590 cm,Nogat,warmińsko-mazurskie,elbląski,-63 cm,-83 cm,110 cm,-,-,-,54.2525,19.3
154190010,Nowy Dwór Gdański,Tuja (5146),,518 cm,pn, 2024-10-07 20:20 UTC,,-,4 cm,6 cm,4 cm,-9 cm,570 cm,590 cm,Zalew Wiślany do Nogatu,pomorskie,nowodworski,-52 cm,-72 cm,128 cm,-,-,-,54.2144,19.1131
149200240,Nowy Sącz,Dunajec (214),,76 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,2 cm,-2 cm,250 cm,380 cm,Dunajec od Popradu do ujścia,małopolskie,Nowy Sącz,-174 cm,-304 cm,17 cm,-,-,-,49.6272,20.6872
149200030,Nowy Targ,Dunajec (214),,125 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-1 cm,-1 cm,260 cm,350 cm,Dunajec do Popradu,małopolskie,nowotarski,-135 cm,-225 cm,23 cm,-,123 cm (wt, 2024-10-08 06:00 UTC)122 cm (śr, 2024-10-09 06:00 UTC)122 cm (cz, 2024-10-10 06:00 UTC),-,49.4844,20.0311
149200050,Nowy Targ-Kowaniec,Dunajec (214),,158 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,1 cm,-2 cm,0 cm,300 cm,380 cm,Dunajec do Popradu,małopolskie,nowotarski,-142 cm,-222 cm,27 cm,-,161 cm (wt, 2024-10-08 06:00 UTC)160 cm (śr, 2024-10-09 06:00 UTC)159 cm (cz, 2024-10-10 06:00 UTC),-,49.4869,20.0536
150170060,Nysa,Nysa Kłodzka (12),,197 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,0 cm,-1 cm,0 cm,380 cm,450 cm,Nysa Kłodzka,opolskie,nyski,-183 cm,-253 cm,137 cm,-,-,-,50.4811,17.3417
152160100,Oborniki,Warta (18),,223 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,-2 cm,420 cm,560 cm,Warta od Prosny do Wełny,wielkopolskie,obornicki,-197 cm,-337 cm,120 cm,222 cm (wt, 2024-10-08 06:00 UTC)222 cm (śr, 2024-10-09 06:00 UTC)221 cm (cz, 2024-10-10 06:00 UTC),224 cm (wt, 2024-10-08 06:00 UTC)223 cm (śr, 2024-10-09 06:00 UTC)222 cm (cz, 2024-10-10 06:00 UTC),-,52.6436,16.8136
154170230,Obrowo,Łupawa (474),,-,-,-,-,-,-,-,-,-,-,Łupawa,pomorskie,bytowski,-,-,-,-,-,-,54.2628,17.5992
151170080,Odolanów,Kuroch (1414),,124 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,-2 cm,-1 cm,160 cm,190 cm,Barycz,wielkopolskie,ostrowski,-36 cm,-66 cm,60 cm,-,-,-,51.5783,17.6703
151200080,Odrzywół,Drzewiczka (2548),,132 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,1 cm,1 cm,8 cm,220 cm,260 cm,Drzewiczka,mazowieckie,przysuski,-88 cm,-128 cm,28 cm,-,-,-,51.5194,20.5628
150190330,Ojców,Prądnik (21374),,112 cm,pn, 2024-10-07 20:10 UTC,,0 cm,-1 cm,0 cm,0 cm,0 cm,170 cm,210 cm,Wisła od Przemszy do Dunajca,małopolskie,krakowski,-58 cm,-98 cm,48 cm,-,-,-,50.1947,19.8325
153200070,Olsztyn-Kortowo,Łyna (584),,90 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,-1 cm,-1 cm,140 cm,160 cm,Łyna,warmińsko-mazurskie,Olsztyn,-50 cm,-70 cm,84 cm,-,-,-,53.7564,20.4717
149180300,Olza,Odra (1),,258 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-3 cm,-4 cm,500 cm,610 cm,Odra od Olzy do Kłodnicy,śląskie,wodzisławski,-242 cm,-352 cm,181 cm,-,248 cm (wt, 2024-10-08 06:00 UTC)243 cm (śr, 2024-10-09 06:00 UTC)246 cm (cz, 2024-10-10 06:00 UTC),brak zjawisk,49.9547,18.3264
150170040,Oława,Odra (1),,350 cm,pn, 2024-10-07 20:20 UTC,,-,4 cm,2 cm,-13 cm,34 cm,500 cm,560 cm,Odra od Nysy Kłodzkiej do Baryczy,dolnośląskie,oławski,-150 cm,-210 cm,280 cm,-,340 cm (wt, 2024-10-08 06:00 UTC)317 cm (śr, 2024-10-09 06:00 UTC)318 cm (cz, 2024-10-10 06:00 UTC),-,50.9464,17.3064
150170030,Oława,Oława (1334),,154 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-2 cm,9 cm,200 cm,250 cm,Oława,dolnośląskie,oławski,-46 cm,-96 cm,91 cm,-,147 cm (wt, 2024-10-08 06:00 UTC)147 cm (śr, 2024-10-09 06:00 UTC)148 cm (cz, 2024-10-10 06:00 UTC),-,50.9478,17.2928
151180010,Ołobok,Ołobok (1844),,85 cm,pn, 2024-10-07 20:10 UTC,,0 cm,0 cm,-2 cm,-3 cm,-4 cm,220 cm,260 cm,Prosna,wielkopolskie,ostrowski,-135 cm,-175 cm,55 cm,-,-,-,51.6394,18.0689
151200040,Opoczno,Drzewiczka (2548),,255 cm,pn, 2024-10-07 20:20 UTC,,-,-5 cm,-8 cm,-3 cm,0 cm,-,-,Drzewiczka,łódzkie,opoczyński,-,-,45 cm,-,-,-,51.3814,20.3008
150170290,Opole-Groszowice,Odra (1),,407 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,3 cm,0 cm,-2 cm,500 cm,600 cm,Odra od Kłodnicy do Małej Panwi,opolskie,-,-93 cm,-193 cm,116 cm,-,407 cm (wt, 2024-10-08 06:00 UTC)406 cm (śr, 2024-10-09 06:00 UTC)407 cm (cz, 2024-10-10 06:00 UTC),-,50.6342,17.9383
154190030,Osłonka,Zalew Wiślany (5119),,510 cm,pn, 2024-10-07 20:20 UTC,,-,-4 cm,3 cm,2 cm,-8 cm,570 cm,590 cm,Zalew Wiślany do Nogatu,pomorskie,nowodworski,-60 cm,-80 cm,135 cm,-,-,-,54.265,19.245
153190170,Ostróda,Jez. Drwęckie (Drwęca) (28),,447 cm,pn, 2024-10-07 20:10 UTC,,-1 cm,0 cm,2 cm,2 cm,1 cm,500 cm,510 cm,Drwęca,warmińsko-mazurskie,ostródzki,-53 cm,-63 cm,68 cm,-,-,-,53.7028,19.9594
151150020,Ostróżno,Witka (1742),,140 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-7 cm,-2 cm,-17 cm,250 cm,300 cm,Nysa Łużycka,dolnośląskie,zgorzelecki,-110 cm,-160 cm,108 cm,-,-,-,51.0208,15.0328
150190160,Oświęcim,Soła (2132),,266 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-3 cm,-10 cm,15 cm,370 cm,460 cm,Soła,małopolskie,oświęcimski,-104 cm,-194 cm,106 cm,-,285 cm (wt, 2024-10-08 06:00 UTC)285 cm (śr, 2024-10-09 06:00 UTC)272 cm (cz, 2024-10-10 06:00 UTC),-,50.04,19.2186
150180050,Ozimek,Mała Panew (118),,86 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,0 cm,210 cm,250 cm,Mała Panew,opolskie,opolski,-124 cm,-164 cm,63 cm,-,-,-,50.6792,18.2039
152180030,Pakość,Noteć (188),,188 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,1 cm,0 cm,0 cm,260 cm,280 cm,Noteć do Noteci Zachodniej,kujawsko-pomorskie,inowrocławski,-72 cm,-92 cm,56 cm,-,-,-,52.8,18.0931
151220120,Parczew,Piwonia (2482),,180 cm,pn, 2024-10-07 20:20 UTC,,-,-3 cm,-7 cm,-12 cm,-3 cm,-,-,Tyśmienica,lubelskie,parczewski,-,-,100 cm,-,-,-,51.6475,22.9081
154200040,Piaseczno,Elma (58474),,88 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-1 cm,2 cm,-,-,Łyna,warmińsko-mazurskie,bartoszycki,-,-,53 cm,-,-,-,54.2194,20.5503
152210020,Piaseczno 2,Jeziorka (258),,188 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,1 cm,11 cm,300 cm,350 cm,Wisła od Wieprza do Narwi,mazowieckie,piaseczyński,-112 cm,-162 cm,73 cm,-,-,-,52.0633,21.0394
151160100,Piątnica,Kaczawa (138),,167 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-10 cm,-4 cm,300 cm,370 cm,Kaczawa,dolnośląskie,legnicki,-133 cm,-203 cm,77 cm,-,166 cm (wt, 2024-10-08 06:00 UTC)165 cm (śr, 2024-10-09 06:00 UTC)166 cm (cz, 2024-10-10 06:00 UTC),-,51.2278,16.1992
150150050,Piechowice,Kamienna (162),,84 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,1 cm,-4 cm,-13 cm,150 cm,200 cm,Bóbr,dolnośląskie,karkonoski,-66 cm,-116 cm,50 cm,-,-,-,50.85,15.5883
154190150,Pierzchały_2,Pasłęka (56),,442 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,2 cm,560 cm,600 cm,Pasłęka,warmińsko-mazurskie,braniewski,-118 cm,-158 cm,165 cm,-,-,-,54.3006,19.8489
150150060,Pilchowice,Bóbr (16),,66 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,0 cm,100 cm,140 cm,Bóbr,dolnośląskie,lwówecki,-34 cm,-74 cm,66 cm,-,-,-,50.9639,15.6406
153160180,Piła,Gwda (1886),,123 cm,pn, 2024-10-07 20:20 UTC,,-,-6 cm,-13 cm,-4 cm,-18 cm,190 cm,220 cm,Gwda,wielkopolskie,pilski,-67 cm,-97 cm,54 cm,-,-,-,53.1514,16.7397
150200080,Pińczów,Nida (216),,194 cm,pn, 2024-10-07 20:10 UTC,,0 cm,-1 cm,0 cm,0 cm,-1 cm,250 cm,300 cm,Nida,świętokrzyskie,pińczowski,-56 cm,-106 cm,84 cm,-,196 cm (wt, 2024-10-08 06:00 UTC)197 cm (śr, 2024-10-09 06:00 UTC)196 cm (cz, 2024-10-10 06:00 UTC),-,50.5142,20.5203
153210190,Pisz,Pisa (264),,146 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,-1 cm,270 cm,290 cm,Pisa,warmińsko-mazurskie,piski,-124 cm,-144 cm,70 cm,-,-,-,53.6244,21.8064
151180020,Piwonice,Prosna (184),,96 cm,pn, 2024-10-07 20:10 UTC,,0 cm,0 cm,0 cm,0 cm,1 cm,200 cm,230 cm,Prosna,wielkopolskie,kaliski,-104 cm,-134 cm,71 cm,-,96 cm (wt, 2024-10-08 06:00 UTC)96 cm (śr, 2024-10-09 06:00 UTC)95 cm (cz, 2024-10-10 06:00 UTC),-,51.7267,18.1072
150190190,Piwoń,Przemsza (212),,186 cm,pn, 2024-10-07 20:20 UTC,,-,11 cm,12 cm,11 cm,-4 cm,270 cm,330 cm,Przemsza,śląskie,będziński,-84 cm,-144 cm,46 cm,-,-,-,50.4831,19.2533
152199995,Płock,Wisła (2),,101 cm,pn, 2024-10-07 20:20 UTC,,-,-3 cm,-3 cm,-3 cm,-12 cm,210 cm,250 cm,Zlewnia zb. Włocławek,mazowieckie,Płock,-109 cm,-149 cm,-,-,-,-,52.5386,19.6739
150150190,Podgórzyn,Podgórna (16288),,81 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-2 cm,-10 cm,290 cm,320 cm,Bóbr,dolnośląskie,karkonoski,-209 cm,-239 cm,28 cm,-,-,-,50.8203,15.6836
149180230,Podkępie,Wapienica (21128),,250 cm,pn, 2024-10-07 20:20 UTC,,-,5 cm,3 cm,-1 cm,1 cm,330 cm,410 cm,Wisła do Przemszy (Mała Wisła),śląskie,bielski,-80 cm,-160 cm,56 cm,-,-,-,49.8956,18.9775
149220140,Polana,Czarna (22132),,308 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-1 cm,-3 cm,380 cm,430 cm,San do Osławy,podkarpackie,bieszczadzki,-72 cm,-122 cm,23 cm,-,-,-,49.3025,22.5742
150210100,Połaniec,Czarna (2178),,127 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,0 cm,1 cm,290 cm,350 cm,Czarna,świętokrzyskie,staszowski,-163 cm,-223 cm,31 cm,-,128 cm (wt, 2024-10-08 06:00 UTC)126 cm (śr, 2024-10-09 06:00 UTC)125 cm (cz, 2024-10-10 06:00 UTC),-,50.4347,21.285
150200100,Popędzynka,Wisła (2),,218 cm,pn, 2024-10-07 20:20 UTC,,-,-20 cm,-12 cm,9 cm,-11 cm,580 cm,750 cm,Wisła od Przemszy do Dunajca,małopolskie,brzeski,-362 cm,-532 cm,86 cm,-,221 cm (wt, 2024-10-08 06:00 UTC)216 cm (śr, 2024-10-09 06:00 UTC)218 cm (cz, 2024-10-10 06:00 UTC),-,50.1414,20.5494
150190150,Poraj,Warta (18),,80 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,0 cm,220 cm,290 cm,Warta do Widawki,śląskie,myszkowski,-140 cm,-210 cm,55 cm,-,-,-,50.6733,19.2039
150140010,Porajów,Nysa Łużycka (174),,40 cm,pn, 2024-10-07 20:20 UTC,,-,8 cm,7 cm,6 cm,-1 cm,120 cm,160 cm,Nysa Łużycka,dolnośląskie,zgorzelecki,-80 cm,-120 cm,35 cm,-,-,-,50.8872,14.8214
149200010,Poronin,Poroniec (214128),,131 cm,pn, 2024-10-07 20:10 UTC,,0 cm,0 cm,0 cm,-1 cm,0 cm,220 cm,250 cm,Dunajec do Popradu,małopolskie,tatrzański,-89 cm,-119 cm,41 cm,-,-,-,49.3372,20.0031
152180060,Posoka,Powa (18352),,173 cm,pn, 2024-10-07 20:10 UTC,,-,14 cm,-1 cm,-3 cm,1 cm,260 cm,300 cm,Warta od Widawki do Prosny,wielkopolskie,koniński,-87 cm,-127 cm,25 cm,-,-,-,52.2031,18.2225
152160140,Poznań-Most Rocha,Warta (18),,222 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,1 cm,1 cm,-1 cm,400 cm,500 cm,Warta od Prosny do Wełny,wielkopolskie,Poznań,-178 cm,-278 cm,129 cm,221 cm (wt, 2024-10-08 06:00 UTC)221 cm (śr, 2024-10-09 06:00 UTC)220 cm (cz, 2024-10-10 06:00 UTC),222 cm (wt, 2024-10-08 06:00 UTC)221 cm (śr, 2024-10-09 06:00 UTC)220 cm (cz, 2024-10-10 06:00 UTC),-,52.4022,16.9453
149200170,Proszówki,Raba (2138),,235 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,0 cm,0 cm,-3 cm,500 cm,700 cm,Raba,małopolskie,bocheński,-265 cm,-465 cm,85 cm,-,233 cm (wt, 2024-10-08 06:00 UTC)232 cm (śr, 2024-10-09 06:00 UTC)232 cm (cz, 2024-10-10 06:00 UTC),-,49.9964,20.4383
154180270,Pruszcz Gdański,Radunia (4868),,137 cm,pn, 2024-10-07 20:20 UTC,,-,3 cm,2 cm,-8 cm,-17 cm,-,-,Martwa Wisła,pomorskie,gdański,-,-,57 cm,-,-,-,54.25,18.6303
154210080,Prynowo,Węgorapa (582),,180 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-1 cm,-1 cm,250 cm,280 cm,Węgorapa,warmińsko-mazurskie,węgorzewski,-70 cm,-100 cm,91 cm,-,-,-,54.2442,21.72
151190090,Przedbórz,Pilica (254),,229 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,0 cm,1 cm,2 cm,360 cm,400 cm,Pilica,łódzkie,radomszczański,-131 cm,-171 cm,40 cm,-,232 cm (wt, 2024-10-08 06:00 UTC)233 cm (śr, 2024-10-09 06:00 UTC)233 cm (cz, 2024-10-10 06:00 UTC),-,51.0894,19.875
151140030,Przewoźniki,Skroda (1746),,254 cm,pn, 2024-10-07 20:20 UTC,,-,-2 cm,-3 cm,-4 cm,-5 cm,300 cm,340 cm,Nysa Łużycka,lubuskie,żarski,-46 cm,-86 cm,53 cm,-,-,-,51.5253,14.8217
151140040,Przewóz,Nysa Łużycka (174),,105 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,1 cm,0 cm,-8 cm,290 cm,350 cm,Nysa Łużycka,lubuskie,żarski,-185 cm,-245 cm,53 cm,-,102 cm (wt, 2024-10-08 06:00 UTC)103 cm (śr, 2024-10-09 06:00 UTC)103 cm (cz, 2024-10-10 06:00 UTC),-,51.4722,14.9469
149180220,Pszczyna,Pszczynka (2116),,217 cm,pn, 2024-10-07 20:10 UTC,,2 cm,2 cm,0 cm,2 cm,-1 cm,290 cm,340 cm,Wisła do Przemszy (Mała Wisła),śląskie,pszczyński,-73 cm,-123 cm,48 cm,-,-,-,49.9792,18.9458
151220140,Puchaczów,Wierzniczka (2456),,206 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,0 cm,-,-,Wieprz,lubelskie,łęczyński,-,-,50 cm,-,-,-,51.3056,22.975
154180090,Puck,Morze Bałtyckie (0),,501 cm,pn, 2024-10-07 20:10 UTC,,1 cm,2 cm,-2 cm,3 cm,-1 cm,550 cm,570 cm,Przymorze od Wieprzy do Martwej Wisły,pomorskie,pucki,-49 cm,-69 cm,110 cm,-,-,-,54.7225,18.4108
150190170,Pustynia,Wisła (2),,221 cm,pn, 2024-10-07 20:00 UTC,,-,-,3 cm,-,9 cm,330 cm,480 cm,Wisła od Przemszy do Dunajca,małopolskie,oświęcimski,-109 cm,-259 cm,121 cm,-,222 cm (wt, 2024-10-08 06:00 UTC)221 cm (śr, 2024-10-09 06:00 UTC)219 cm (cz, 2024-10-10 06:00 UTC),-,50.0633,19.2364
150180160,Pyskowice-Dzierżno,Drama (1166),,-,-,-,-,-,-,-,-1 cm,-,-,Kłodnica,śląskie,gliwicki,-,-,-,-,-,-,50.3825,18.5431
150180150,Pyskowice-Dzierżno,Kłodnica (116),,289 cm,pn, 2024-10-07 20:20 UTC,,-,-2 cm,-7 cm,-11 cm,-2 cm,-,-,Kłodnica,śląskie,gliwicki,-,-,59 cm,-,-,-,50.3797,18.5433
152170080,Pyzdry,Warta (18),,266 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-1 cm,0 cm,410 cm,450 cm,Warta od Widawki do Prosny,wielkopolskie,wrzesiński,-144 cm,-184 cm,122 cm,-,266 cm (wt, 2024-10-08 06:00 UTC)264 cm (śr, 2024-10-09 06:00 UTC)263 cm (cz, 2024-10-10 06:00 UTC),-,52.1678,17.6953
150180060,Racibórz-Miedonia,Odra (1),,227 cm,pn, 2024-10-07 20:20 UTC,,-,-2 cm,-4 cm,-9 cm,6 cm,400 cm,600 cm,Odra od Olzy do Kłodnicy,śląskie,raciborski,-173 cm,-373 cm,158 cm,-,217 cm (wt, 2024-10-08 06:00 UTC)214 cm (śr, 2024-10-09 06:00 UTC)225 cm (cz, 2024-10-10 06:00 UTC),-,50.1219,18.2297
149190270,Radziszów,Skawinka (21356),,175 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,-3 cm,-7 cm,310 cm,400 cm,Wisła od Przemszy do Dunajca,małopolskie,krakowski,-135 cm,-225 cm,33 cm,-,-,-,49.94,19.8089
