Kod stacji,Nazwa stacji2,Rzeka/akwen,Status1,Stan aktualny,Czas pomiaru,Trend,Δ 1h,Δ 3h,Δ 6h,Δ 12h,Δ 06:00-06:00 UTC,Stan ostrzegawczy,Stan alarmowy,Zlewnia,Województwo,Powiat,Od/do progu ostrzegawczego,Od/do progu alarmowego,Od/do absolutnego minimum,Prognoza synoptyczna,Prognoza z modelu HD,Zjawiska lodowe,lat,lon
151190060,Bobry,Warta (18),,95 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,1 cm,1 cm,1 cm,130 cm,150 cm,Warta do Widawki,łódzkie,radomszczański,-35 cm,-55 cm,28 cm,-,95 cm (wt, 2024-10-08 06:00 UTC)94 cm (śr, 2024-10-09 06:00 UTC)94 cm (cz, 2024-10-10 06:00 UTC),-,51.0253,19.4053
150200020,Bocheniec,Wierna Rzeka (2162),,241 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-2 cm,-9 cm,1 cm,320 cm,370 cm,Nida,świętokrzyskie,jędrzejowski,-79 cm,-129 cm,61 cm,-,-,-,50.8025,20.3117
152230010,Boćki,Nurzec (267146),,133 cm,pn, 2024-10-07 20:20 UTC,,-,3 cm,4 cm,7 cm,5 cm,-,-,Nurzec,podlaskie,bielski,-,-,62 cm,-,-,-,52.6517,23.0381
150140100,Bogatynia,Miedzianka (17416),,56 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-2 cm,0 cm,-,-,Nysa Łużycka,dolnośląskie,zgorzelecki,-,-,10 cm,-,-,-,50.8922,14.995
151170060,Bogdaj,Polska Woda (142),,240 cm,pn, 2024-10-07 20:20 UTC,,-,-2 cm,-3 cm,-5 cm,-4 cm,250 cm,300 cm,Barycz,wielkopolskie,ostrowski,-10 cm,-60 cm,96 cm,-,-,-,51.5161,17.5642
151160180,Bogdaszowice,Strzegomka (1348),,126 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-2 cm,-4 cm,-14 cm,180 cm,220 cm,Bystrzyca,dolnośląskie,wrocławski,-54 cm,-94 cm,62 cm,-,126 cm (wt, 2024-10-08 06:00 UTC)123 cm (śr, 2024-10-09 06:00 UTC)124 cm (cz, 2024-10-10 06:00 UTC),-,51.0867,16.7925
151170110,Bogusław,Prosna (184),,79 cm,pn, 2024-10-07 20:20 UTC,,-,-2 cm,-5 cm,-1 cm,0 cm,250 cm,300 cm,Prosna,wielkopolskie,pleszewski,-171 cm,-221 cm,82 cm,-,80 cm (wt, 2024-10-08 06:00 UTC)78 cm (śr, 2024-10-09 06:00 UTC)74 cm (cz, 2024-10-10 06:00 UTC),-,51.8983,17.9536
150180040,Bojanów,Psina (1152),,67 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,-2 cm,-9 cm,150 cm,210 cm,Odra od Olzy do Kłodnicy,śląskie,raciborski,-83 cm,-143 cm,26 cm,-,-,-,50.0306,18.1542
150190060,Bojszowy,Gostynia (2118),,118 cm,pn, 2024-10-07 20:00 UTC,,1 cm,2 cm,3 cm,2 cm,-4 cm,170 cm,230 cm,Wisła do Przemszy (Mała Wisła),śląskie,bieruńsko-lędziński,-52 cm,-112 cm,76 cm,-,-,-,50.0611,19.1083
152230110,Bondary,Narew (26),,213 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,1 cm,-,-,Narew do Biebrzy,podlaskie,białostocki,-,-,72 cm,-,-,-,52.9403,23.7489
154200010,Bornity,Wałsza (568),,151 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-6 cm,1 cm,-1 cm,380 cm,440 cm,Pasłęka,warmińsko-mazurskie,braniewski,-229 cm,-289 cm,46 cm,-,-,-,54.1858,20.0478
154180230,Borucino,Radunia (4868),,628 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,0 cm,0 cm,-,-,Martwa Wisła,pomorskie,kartuski,-,-,14 cm,-,-,-,54.2528,17.9961
154170240,Borucino,Borucinka (48681152),,257 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,-1 cm,-,-,Martwa Wisła,pomorskie,kartuski,-,-,11 cm,-,-,-,54.2556,17.98
150200140,Borzęcin,Uszwica (21396),,107 cm,pn, 2024-10-07 20:10 UTC,,-1 cm,1 cm,1 cm,-1 cm,-7 cm,300 cm,400 cm,Wisła od Przemszy do Dunajca,małopolskie,brzeski,-193 cm,-293 cm,77 cm,-,-,-,50.065,20.7056
153180030,Bożepole Szlacheckie,Wierzyca (298),,97 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,-1 cm,-5 cm,150 cm,180 cm,Wierzyca,pomorskie,kościerski,-53 cm,-83 cm,93 cm,-,-,-,53.9764,18.2311
152220070,Brańsk,Nurzec (267146),,67 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-1 cm,0 cm,250 cm,300 cm,Nurzec,podlaskie,bielski,-183 cm,-233 cm,55 cm,-,-,-,52.7439,22.8186
151210040,Brody Iłżeckie,Kamienna (234),,144 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,0 cm,200 cm,270 cm,Kamienna,świętokrzyskie,starachowicki,-56 cm,-126 cm,19 cm,-,-,-,51.0214,21.2028
153180110,Brody Pomorskie,Wierzyca (298),,187 cm,pn, 2024-10-07 20:10 UTC,,0 cm,0 cm,3 cm,6 cm,-2 cm,320 cm,350 cm,Wierzyca,pomorskie,tczewski,-133 cm,-163 cm,97 cm,-,188 cm (wt, 2024-10-08 06:00 UTC)185 cm (śr, 2024-10-09 06:00 UTC)184 cm (cz, 2024-10-10 06:00 UTC),-,53.8583,18.7603
150190010,Brynica,Brynica (2126),,153 cm,pn, 2024-10-07 20:10 UTC,,0 cm,-2 cm,-2 cm,-1 cm,-2 cm,180 cm,220 cm,Przemsza,śląskie,tarnogórski,-27 cm,-67 cm,45 cm,-,-,-,50.4725,19.0006
151160040,Bukowna,Czarna Woda (1386),,-,-,-,-,-,-,-,-1 cm,120 cm,150 cm,Kaczawa,dolnośląskie,lubiński,-,-,-,-,-,-,51.31,16.0469
150150120,Bukówka,Bóbr (16),,96 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,1 cm,0 cm,1 cm,150 cm,180 cm,Bóbr,dolnośląskie,kamiennogórski,-54 cm,-84 cm,28 cm,-,-,-,50.7128,15.9575
150160170,Bystrzyca Kłodzka,Nysa Kłodzka (12),,24 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-2 cm,-2 cm,-4 cm,110 cm,180 cm,Nysa Kłodzka,dolnośląskie,kłodzki,-86 cm,-156 cm,22 cm,-,24 cm (wt, 2024-10-08 06:00 UTC)24 cm (śr, 2024-10-09 06:00 UTC)27 cm (cz, 2024-10-10 06:00 UTC),-,50.2936,16.6483
150160150,Bystrzyca Kłodzka,Bystrzyca (1214),,42 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,-1 cm,-7 cm,80 cm,120 cm,Nysa Kłodzka,dolnośląskie,kłodzki,-38 cm,-78 cm,44 cm,-,-,-,50.2964,16.6486
151200100,Bzin,Kamienna (234),,124 cm,pn, 2024-10-07 20:20 UTC,,-,2 cm,-1 cm,2 cm,1 cm,180 cm,230 cm,Kamienna,świętokrzyskie,skarżyski,-56 cm,-106 cm,66 cm,-,-,-,51.1036,20.8556
154170110,Cecenowo,Łeba (476),,124 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-1 cm,0 cm,-,-,Łeba,pomorskie,słupski,-,-,73 cm,-,-,-,54.6544,17.5642
149180020,Chałupki,Odra (1),,212 cm,pn, 2024-10-07 20:20 UTC,,-,2 cm,0 cm,-1 cm,-4 cm,300 cm,420 cm,Odra od Opawy do Olzy,śląskie,raciborski,-88 cm,-208 cm,154 cm,-,196 cm (wt, 2024-10-08 06:00 UTC)188 cm (śr, 2024-10-09 06:00 UTC)186 cm (cz, 2024-10-10 06:00 UTC),brak zjawisk,49.9219,18.3278
154160140,Charnowo,Słupia (472),,172 cm,pn, 2024-10-07 20:20 UTC,,-,-2 cm,-3 cm,-4 cm,-2 cm,290 cm,340 cm,Słupia,pomorskie,słupski,-118 cm,-168 cm,92 cm,-,168 cm (wt, 2024-10-08 06:00 UTC)167 cm (śr, 2024-10-09 06:00 UTC)167 cm (cz, 2024-10-10 06:00 UTC),-,54.5461,16.9275
153220110,Chełchy,Lega (2626),,83 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,1 cm,-1 cm,0 cm,-,-,Lega,warmińsko-mazurskie,ełcki,-,-,36 cm,-,-,-,53.8794,22.4678
152150230,Chełst,Miała (18892),,369 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,1 cm,0 cm,-,-,Noteć od Drawy do ujścia,wielkopolskie,czarnkowsko-trzcianecki,-,-,39 cm,-,-,-,52.8292,15.9492
153179996,Chociński Młyn,Chocina (292332),,60 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-,-,-,-,Brda,kujawsko-pomorskie,-,-,-,30 cm,-,-,-,53.8314,17.4483
151150180,Chojnów,Skora (13866),,67 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-1 cm,-2 cm,120 cm,150 cm,Kaczawa,dolnośląskie,legnicki,-53 cm,-83 cm,55 cm,-,67 cm (wt, 2024-10-08 06:00 UTC)67 cm (śr, 2024-10-09 06:00 UTC)67 cm (cz, 2024-10-10 06:00 UTC),-,51.2728,15.9456
152230030,Chraboły,Orlanka (2614),,107 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,1 cm,310 cm,350 cm,Narew do Biebrzy,podlaskie,bielski,-203 cm,-243 cm,39 cm,-,-,-,52.8622,23.1958
150160030,Chwaliszów,Strzegomka (1348),,138 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-1 cm,-3 cm,200 cm,250 cm,Bystrzyca,dolnośląskie,wałbrzyski,-62 cm,-112 cm,52 cm,-,-,-,50.8778,16.2331
153170050,Ciecholewy,Brda (292),,172 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,-1 cm,210 cm,240 cm,Brda,pomorskie,chojnicki,-38 cm,-68 cm,93 cm,-,-,-,53.8144,17.4108
154160130,Ciecholub,Studnica (464),,135 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,0 cm,-,-,Wieprza,pomorskie,słupski,-,-,72 cm,-,-,-,54.1658,16.9022
149180070,Cieszyn,Młynówka (11448),,126 cm,pn, 2024-10-07 19:40 UTC,,-,0 cm,-,1 cm,-1 cm,-,-,Olza,śląskie,cieszyński,-,-,46 cm,-,-,-,49.7461,18.6314
154160080,Cybulino,Radew (448),,159 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,3 cm,-,-,-,-,Parsęta,zachodniopomorskie,koszaliński,-,-,15 cm,-,-,-,54.04,16.6175
153220090,Czachy,Wissa (26296),,247 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,1 cm,320 cm,360 cm,Biebrza,podlaskie,grajewski,-73 cm,-113 cm,49 cm,-,-,-,53.3781,22.4461
152160070,Czarnków,Noteć (188),,201 cm,pn, 2024-10-07 20:20 UTC,,-,4 cm,11 cm,-8 cm,10 cm,250 cm,300 cm,Noteć od Gwdy do Drawy,wielkopolskie,czarnkowsko-trzcianecki,-49 cm,-99 cm,182 cm,-,196 cm (wt, 2024-10-08 06:00 UTC)194 cm (śr, 2024-10-09 06:00 UTC)192 cm (cz, 2024-10-10 06:00 UTC),-,52.9083,16.5542
152210100,Czarnowo,Orz (2656),,137 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-1 cm,-1 cm,270 cm,320 cm,Narew od Pisy do zb. Dębe,mazowieckie,ostrołęcki,-133 cm,-183 cm,39 cm,-,-,-,52.8833,21.5372
149200230,Czchów,Dunajec (214),,145 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,28 cm,37 cm,22 cm,310 cm,410 cm,Dunajec od Popradu do ujścia,małopolskie,brzeski,-165 cm,-265 cm,58 cm,-,-,-,49.8164,20.6819
149190010,Czechowice-Bestwina,Biała (2114),,126 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,-2 cm,190 cm,260 cm,Wisła do Przemszy (Mała Wisła),śląskie,bielski,-64 cm,-134 cm,61 cm,-,-,-,49.8914,19.0303
149180250,Czechowice-Dziedzice,Iłownica (2112),,-,-,-,-,-,-,-,2 cm,330 cm,420 cm,Wisła do Przemszy (Mała Wisła),śląskie,bielski,-,-,-,-,-,-,49.9136,18.9864
151210090,Czekarzewice,Kamienna (234),,57 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,-4 cm,1 cm,160 cm,220 cm,Kamienna,świętokrzyskie,opatowski,-103 cm,-163 cm,32 cm,-,58 cm (wt, 2024-10-08 06:00 UTC)63 cm (śr, 2024-10-09 06:00 UTC)63 cm (cz, 2024-10-10 06:00 UTC),-,51.0331,21.6814
149190230,Czernichów-Prom,Wisła (2),,171 cm,pn, 2024-10-07 20:10 UTC,,5 cm,-2 cm,-22 cm,-11 cm,53 cm,580 cm,840 cm,Wisła od Przemszy do Dunajca,małopolskie,krakowski,-409 cm,-669 cm,73 cm,-,209 cm (wt, 2024-10-08 06:00 UTC)231 cm (śr, 2024-10-09 06:00 UTC)175 cm (cz, 2024-10-10 06:00 UTC),-,49.9814,19.6631
154160150,Darłowo,Morze Bałtyckie (0),,499 cm,pn, 2024-10-07 20:20 UTC,,-,-4 cm,-5 cm,-2 cm,1 cm,570 cm,610 cm,Wieprza,zachodniopomorskie,sławieński,-71 cm,-111 cm,101 cm,-,-,-,54.4392,16.3803
151190120,Dąbrowa,Czarna (2544),,251 cm,pn, 2024-10-07 20:20 UTC,,-,-2 cm,-6 cm,-13 cm,19 cm,370 cm,400 cm,Pilica,łódzkie,piotrkowski,-119 cm,-149 cm,71 cm,-,-,-,51.3139,19.9717
151150140,Dąbrowa Bolesławiecka,Bóbr (16),,111 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,1 cm,1 cm,8 cm,300 cm,350 cm,Bóbr,dolnośląskie,bolesławiecki,-189 cm,-239 cm,68 cm,-,112 cm (wt, 2024-10-08 06:00 UTC)113 cm (śr, 2024-10-09 06:00 UTC)114 cm (cz, 2024-10-10 06:00 UTC),-,51.3258,15.5706
149200090,Dobczyce,Raba (2138),,228 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,0 cm,600 cm,690 cm,Raba,małopolskie,myślenicki,-372 cm,-462 cm,14 cm,-,-,-,49.8836,20.0861
151150050,Dobroszów Wielki,Bóbr (16),,224 cm,pn, 2024-10-07 20:20 UTC,,-,2 cm,7 cm,2 cm,3 cm,-,-,Bóbr,lubuskie,zielonogórski,-,-,146 cm,-,222 cm (wt, 2024-10-08 06:00 UTC)222 cm (śr, 2024-10-09 06:00 UTC)221 cm (cz, 2024-10-10 06:00 UTC),-,51.7742,15.2561
150170200,Domaradz,Bogacica (1324),,174 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-2 cm,6 cm,6 cm,200 cm,250 cm,Stobrawa,opolskie,namysłowski,-26 cm,-76 cm,70 cm,-,-,-,50.9542,17.8644
149180080,Drogomyśl,Wisła (2),,126 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,1 cm,2 cm,-,-,Wisła do Przemszy (Mała Wisła),śląskie,cieszyński,-,-,58 cm,-,-,-,49.8858,18.7494
151160050,Dunino,Kaczawa (138),,103 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,-4 cm,130 cm,200 cm,Kaczawa,dolnośląskie,legnicki,-27 cm,-97 cm,88 cm,-,102 cm (wt, 2024-10-08 06:00 UTC)101 cm (śr, 2024-10-09 06:00 UTC)100 cm (cz, 2024-10-10 06:00 UTC),-,51.1569,16.0772
149220150,Dwernik,San (22),,-,-,-,-,-,-,-,-,200 cm,260 cm,San do Osławy,podkarpackie,bieszczadzki,-,-,-,-,-,-,49.2186,22.6328
149220040,Dynów,San (22),,110 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-2 cm,-10 cm,300 cm,460 cm,San od Osławy do Wiaru,podkarpackie,rzeszowski,-190 cm,-350 cm,26 cm,-,107 cm (wt, 2024-10-08 06:00 UTC)102 cm (śr, 2024-10-09 06:00 UTC)101 cm (cz, 2024-10-10 06:00 UTC),-,49.8008,22.2442
151180130,Działoszyn,Warta (18),,437 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,1 cm,-1 cm,3 cm,530 cm,570 cm,Warta do Widawki,łódzkie,pajęczański,-93 cm,-133 cm,49 cm,438 cm (wt, 2024-10-08 06:00 UTC)438 cm (śr, 2024-10-09 06:00 UTC),438 cm (wt, 2024-10-08 06:00 UTC)438 cm (śr, 2024-10-09 06:00 UTC)438 cm (cz, 2024-10-10 06:00 UTC),-,51.1103,18.8733
153190100,Dziarny,Iławka (2856),,63 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,-1 cm,130 cm,140 cm,Drwęca,warmińsko-mazurskie,iławski,-67 cm,-77 cm,65 cm,-,-,-,53.5706,19.6147
153140070,Dziwnów,Morze Bałtyckie (0),,504 cm,pn, 2024-10-07 20:20 UTC,,-,3 cm,3 cm,11 cm,-5 cm,560 cm,580 cm,Cieśnina Dziwna,zachodniopomorskie,kamieński,-56 cm,-76 cm,118 cm,-,-,-,54.0206,14.7317
154190060,Elbląg,Elbląg (54),,519 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,4 cm,1 cm,-8 cm,590 cm,610 cm,Elbląg,warmińsko-mazurskie,elbląski,-71 cm,-91 cm,109 cm,-,-,-,54.1722,19.3878
153180140,Elgiszewo,Drwęca (28),,64 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-1 cm,1 cm,200 cm,230 cm,Drwęca,kujawsko-pomorskie,golubsko-dobrzyński,-136 cm,-166 cm,54 cm,-,64 cm (wt, 2024-10-08 06:00 UTC)63 cm (śr, 2024-10-09 06:00 UTC)63 cm (cz, 2024-10-10 06:00 UTC),-,53.0608,18.9281
153230010,Fasty,Supraśl (2616),,132 cm,pn, 2024-10-07 20:20 UTC,,-,-2 cm,-3 cm,-6 cm,16 cm,220 cm,250 cm,Supraśl,podlaskie,białostocki,-88 cm,-118 cm,55 cm,-,-,-,53.1786,23.0267
154170050,Gardna Wielka,Jez. Gardno (Łupawa) (474),,-,-,-,-,-,-,-,-1 cm,570 cm,610 cm,Łupawa,pomorskie,słupski,-,-,-,-,-,-,54.6392,17.1647
154180140,Gdańsk - Port Północny,Morze Bałtyckie (0),,504 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-2 cm,0 cm,1 cm,550 cm,570 cm,-,pomorskie,Gdańsk,-46 cm,-66 cm,109 cm,505 cm (pn, 2024-10-07 06:00 UTC)502 cm (wt, 2024-10-08 06:00 UTC)505 cm (śr, 2024-10-09 06:00 UTC),-,-,54.3997,18.6981
154180190,Gdańsk - Przegalina,Wisła (2),,514 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,-2 cm,0 cm,-1 cm,650 cm,700 cm,Wisła od Wierzycy do ujścia,pomorskie,Gdańsk,-136 cm,-186 cm,97 cm,-,-,-,54.3106,18.9292
154180160,Gdańsk - Sobieszewo,Martwa Wisła (48),,506 cm,pn, 2024-10-07 20:20 UTC,,-,3 cm,1 cm,2 cm,0 cm,550 cm,570 cm,Martwa Wisła,pomorskie,Gdańsk,-44 cm,-64 cm,104 cm,-,-,-,54.3464,18.8153
154180200,Gdańsk - Świbno,Wisła (2),,507 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,-3 cm,-2 cm,0 cm,600 cm,680 cm,Wisła od Wierzycy do ujścia,pomorskie,Gdańsk,-93 cm,-173 cm,94 cm,-,-,-,54.3364,18.9356
154180210,Gdańsk - Ujście Wisły,Wisła (2),,510 cm,pn, 2024-10-07 20:20 UTC,,-,-2 cm,-2 cm,-2 cm,-1 cm,600 cm,680 cm,Wisła od Wierzycy do ujścia,pomorskie,Gdańsk,-90 cm,-170 cm,95 cm,-,-,-,54.3528,18.9428
154180120,Gdynia,Morze Bałtyckie (0),,500 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,-2 cm,2 cm,0 cm,550 cm,570 cm,Przymorze od Wieprzy do Martwej Wisły,pomorskie,Gdynia,-50 cm,-70 cm,91 cm,498 cm (pn, 2024-10-07 06:00 UTC)496 cm (wt, 2024-10-08 06:00 UTC)501 cm (śr, 2024-10-09 06:00 UTC),-,-,54.5178,18.5553
150180220,Gliwice,Kłodnica (116),,88 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,0 cm,2 cm,-5 cm,160 cm,220 cm,Kłodnica,śląskie,Gliwice,-72 cm,-132 cm,40 cm,-,-,-,50.2981,18.6683
152160150,Głuszyna,Kopel (18574),,141 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-1 cm,0 cm,-,-,Warta od Prosny do Wełny,wielkopolskie,Poznań,-,-,50 cm,-,-,-,52.3169,16.9531
149180240,Goczałkowice,Wisła (2),,102 cm,pn, 2024-10-07 20:10 UTC,,0 cm,1 cm,0 cm,-1 cm,0 cm,290 cm,410 cm,Wisła do Przemszy (Mała Wisła),śląskie,pszczyński,-188 cm,-308 cm,54 cm,-,103 cm (wt, 2024-10-08 06:00 UTC)103 cm (śr, 2024-10-09 06:00 UTC)102 cm (cz, 2024-10-10 06:00 UTC),-,49.9317,18.9858
149200190,Gołkowice,Dunajec (214),,151 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,1 cm,0 cm,1 cm,320 cm,400 cm,Dunajec do Popradu,małopolskie,nowosądecki,-169 cm,-249 cm,50 cm,-,-,-,49.5497,20.57
149180040,Gołkowice,Szotkówka (1148),,135 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,1 cm,-5 cm,-,-,Olza,śląskie,wodzisławski,-,-,58 cm,-,-,-,49.9258,18.4964
154180060,Goręczyno,Radunia (4868),,133 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,-1 cm,210 cm,240 cm,Martwa Wisła,pomorskie,kartuski,-77 cm,-107 cm,49 cm,-,-,-,54.2636,18.1647
150160100,Gorzuchów,Ścinawka (122),,71 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,-2 cm,-,120 cm,160 cm,Nysa Kłodzka,dolnośląskie,kłodzki,-49 cm,-89 cm,51 cm,-,70 cm (wt, 2024-10-08 06:00 UTC)70 cm (śr, 2024-10-09 06:00 UTC)70 cm (cz, 2024-10-10 06:00 UTC),-,50.4853,16.5711
150230070,Gozdów,Huczwa (267142),,237 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,3 cm,5 cm,10 cm,290 cm,350 cm,Huczwa,lubelskie,hrubieszowski,-53 cm,-113 cm,118 cm,-,-,-,50.7775,23.8072
149180120,Górki Wielkie,Brennica (21114),,159 cm,pn, 2024-10-07 20:10 UTC,,-1 cm,-1 cm,-1 cm,-,-1 cm,220 cm,260 cm,Wisła do Przemszy (Mała Wisła),śląskie,cieszyński,-61 cm,-101 cm,56 cm,-,-,-,49.7725,18.8525
154160060,Grabowo,Grabowa (468),,-,-,-,-,-,-,-,-4 cm,160 cm,170 cm,Wieprza,zachodniopomorskie,sławieński,-,-,-,-,-,-,54.2983,16.4375
150180080,Grabówka,Bierawka (1158),,53 cm,pn, 2024-10-07 20:20 UTC,,-,-,-4 cm,0 cm,-5 cm,90 cm,140 cm,Odra od Olzy do Kłodnicy,opolskie,kędzierzyńsko-kozielski,-37 cm,-87 cm,46 cm,-,-,-,50.2844,18.2758
150210200,Grębów,Łęg (2198),,210 cm,pn, 2024-10-07 20:20 UTC,,-,6 cm,10 cm,-9 cm,1 cm,320 cm,400 cm,Wisła od Wisłoki do Sanu,podkarpackie,tarnobrzeski,-110 cm,-190 cm,40 cm,-,-,-,50.5758,21.9119
149200310,Grybów,Biała (2148),,263 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-1 cm,-3 cm,320 cm,400 cm,Dunajec od Popradu do ujścia,małopolskie,nowosądecki,-57 cm,-137 cm,93 cm,-,-,-,49.6239,20.9458
153140030,Gryfino,Odra (1),,543 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,2 cm,-4 cm,-16 cm,570 cm,600 cm,-,zachodniopomorskie,gryfiński,-27 cm,-57 cm,109 cm,549 cm (pn, 2024-10-07 06:00 UTC)547 cm (wt, 2024-10-08 06:00 UTC)554 cm (śr, 2024-10-09 06:00 UTC),-,-,53.2569,14.4844
151150110,Gryfów Śląski,Kwisa (166),,113 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-2 cm,-3 cm,-9 cm,220 cm,260 cm,Kwisa,dolnośląskie,lwówecki,-107 cm,-147 cm,24 cm,-,114 cm (wt, 2024-10-08 06:00 UTC)114 cm (śr, 2024-10-09 06:00 UTC)114 cm (cz, 2024-10-10 06:00 UTC),-,51.0267,15.4131
151140010,Gubin,Nysa Łużycka (174),,88 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,1 cm,-3 cm,-2 cm,300 cm,400 cm,Nysa Łużycka,lubuskie,krośnieński,-212 cm,-312 cm,81 cm,-,83 cm (wt, 2024-10-08 06:00 UTC)79 cm (śr, 2024-10-09 06:00 UTC)79 cm (cz, 2024-10-10 06:00 UTC),-,51.9719,14.7069
153160200,Gwda Wielka,Gwda (1886),,65 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,0 cm,-,-,Gwda,zachodniopomorskie,szczecinecki,-,-,53 cm,-,-,-,53.7403,16.7936
153230130,Harasimowicze,Sidra (26214),,503 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,1 cm,3 cm,5 cm,590 cm,620 cm,Biebrza,podlaskie,sokólski,-87 cm,-117 cm,64 cm,-,-,-,53.6625,23.4489
153180120,Hel,Morze Bałtyckie (0),,503 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,0 cm,2 cm,2 cm,550 cm,570 cm,Przymorze od Wieprzy do Martwej Wisły,pomorskie,pucki,-47 cm,-67 cm,93 cm,501 cm (pn, 2024-10-07 06:00 UTC)498 cm (wt, 2024-10-08 06:00 UTC)503 cm (śr, 2024-10-09 06:00 UTC),-,-,54.6019,18.8006
149220070,Hoczew,Hoczewka (2218),,109 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-2 cm,-5 cm,200 cm,260 cm,San do Osławy,podkarpackie,leski,-91 cm,-151 cm,28 cm,-,-,-,49.4239,22.3283
153190080,Iława,Jez. Jeziorak (Iławka) (2856),,893 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,0 cm,0 cm,0 cm,930 cm,940 cm,Drwęca,warmińsko-mazurskie,iławski,-37 cm,-47 cm,43 cm,-,-,-,53.5978,19.5564
151150030,Iłowa,Czerna Mała (1686),,149 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,0 cm,0 cm,-2 cm,180 cm,200 cm,Bóbr,lubuskie,żagański,-31 cm,-51 cm,59 cm,-,-,-,51.5031,15.1983
149180130,Istebna,Olza (114),,117 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,-1 cm,190 cm,210 cm,Olza,śląskie,cieszyński,-73 cm,-93 cm,64 cm,-,-,-,49.5719,18.8928
