Kod stacji,Nazwa stacji2,Rzeka/akwen,Status1,Stan aktualny,Czas pomiaru,Trend,Δ 1h,Δ 3h,Δ 6h,Δ 12h,Δ 06:00-06:00 UTC,Stan ostrzegawczy,Stan alarmowy,Zlewnia,Województwo,Powiat,Od/do progu ostrzegawczego,Od/do progu alarmowego,Od/do absolutnego minimum,Prognoza synoptyczna,Prognoza z modelu HD,Zjawiska lodowe,lat,lon
152140010,Bielinek,Odra (1),,631 cm,pn, 2024-09-30 17:50 UTC,,-,-2 cm,-4 cm,-7 cm,-4 cm,480 cm,550 cm,-,zachodniopomorskie,gryfiński,151 cm,81 cm,491 cm,624 cm (wt, 2024-10-01 06:00 UTC)605 cm (śr, 2024-10-02 06:00 UTC)587 cm (cz, 2024-10-03 06:00 UTC),624 cm (wt, 2024-10-01 06:00 UTC)606 cm (śr, 2024-10-02 06:00 UTC)587 cm (cz, 2024-10-03 06:00 UTC),-,52.9292,14.1542
152150130,Cigacice,Odra (1),,485 cm,pn, 2024-09-30 17:50 UTC,,-,-4 cm,-7 cm,-14 cm,-24 cm,350 cm,400 cm,Odra od Baryczy do Bobru,lubuskie,zielonogórski,135 cm,85 cm,421 cm,476 cm (wt, 2024-10-01 06:00 UTC)450 cm (śr, 2024-10-02 06:00 UTC),475 cm (wt, 2024-10-01 06:00 UTC)450 cm (śr, 2024-10-02 06:00 UTC)420 cm (cz, 2024-10-03 06:00 UTC),-,52.0331,15.6075
151160060,Głogów,Odra (1),,480 cm,pn, 2024-09-30 17:50 UTC,,-,-4 cm,-6 cm,-14 cm,-34 cm,400 cm,450 cm,Odra od Baryczy do Bobru,dolnośląskie,głogowski,80 cm,30 cm,385 cm,470 cm (wt, 2024-10-01 06:00 UTC)450 cm (śr, 2024-10-02 06:00 UTC),469 cm (wt, 2024-10-01 06:00 UTC)440 cm (śr, 2024-10-02 06:00 UTC)415 cm (cz, 2024-10-03 06:00 UTC),-,51.6739,16.0592
152140020,Gozdowice,Odra (1),,545 cm,pn, 2024-09-30 17:50 UTC,,-,-2 cm,-4 cm,-7 cm,-11 cm,440 cm,500 cm,-,zachodniopomorskie,gryfiński,105 cm,45 cm,472 cm,532 cm (wt, 2024-10-01 06:00 UTC)513 cm (śr, 2024-10-02 06:00 UTC)501 cm (cz, 2024-10-03 06:00 UTC),534 cm (wt, 2024-10-01 06:00 UTC)515 cm (śr, 2024-10-02 06:00 UTC)501 cm (cz, 2024-10-03 06:00 UTC),-,52.7642,14.3178
151160190,Jarnołtów,Bystrzyca (134),,272 cm,pn, 2024-09-30 17:50 UTC,,-,-3 cm,-5 cm,-13 cm,-12 cm,230 cm,270 cm,Bystrzyca,dolnośląskie,Wrocław,42 cm,2 cm,262 cm,-,236 cm (wt, 2024-10-01 06:00 UTC)174 cm (śr, 2024-10-02 06:00 UTC)175 cm (cz, 2024-10-03 06:00 UTC),-,51.1217,16.8428
151160200,Korzeńsko,Orla (146),,295 cm,pn, 2024-09-30 17:50 UTC,,-,-1 cm,-2 cm,-4 cm,-8 cm,220 cm,260 cm,Orla,dolnośląskie,trzebnicki,75 cm,35 cm,237 cm,-,-,-,51.5392,16.8725
152140060,Kostrzyn Nad Odrą,Odra (1),,501 cm,pn, 2024-09-30 17:50 UTC,,-,-1 cm,-3 cm,-7 cm,-10 cm,420 cm,470 cm,-,lubuskie,gorzowski,81 cm,31 cm,406 cm,-,492 cm (wt, 2024-10-01 06:00 UTC)473 cm (śr, 2024-10-02 06:00 UTC)456 cm (cz, 2024-10-03 06:00 UTC),-,52.5992,14.6106
152140070,Kostrzyn Nad Odrą,Warta (18),,465 cm,pn, 2024-09-30 17:50 UTC,,-,-2 cm,-4 cm,-7 cm,-12 cm,360 cm,410 cm,Warta od Noteci do ujścia,lubuskie,gorzowski,105 cm,55 cm,359 cm,-,456 cm (wt, 2024-10-01 06:00 UTC)435 cm (śr, 2024-10-02 06:00 UTC)416 cm (cz, 2024-10-03 06:00 UTC),-,52.5819,14.6622
152150050,Nietków,Odra (1),,496 cm,pn, 2024-09-30 17:50 UTC,,-,-4 cm,-7 cm,-14 cm,-23 cm,370 cm,400 cm,Odra od Baryczy do Bobru,lubuskie,zielonogórski,126 cm,96 cm,406 cm,484 cm (wt, 2024-10-01 06:00 UTC)458 cm (śr, 2024-10-02 06:00 UTC)438 cm (cz, 2024-10-03 06:00 UTC),484 cm (wt, 2024-10-01 06:00 UTC)458 cm (śr, 2024-10-02 06:00 UTC)437 cm (cz, 2024-10-03 06:00 UTC),-,52.0464,15.3475
151150150,Nowa Sól,Odra (1),,469 cm,pn, 2024-09-30 17:50 UTC,,-,-5 cm,-10 cm,-19 cm,-35 cm,400 cm,450 cm,Odra od Baryczy do Bobru,lubuskie,nowosolski,69 cm,19 cm,403 cm,452 cm (wt, 2024-10-01 06:00 UTC)420 cm (śr, 2024-10-02 06:00 UTC),452 cm (wt, 2024-10-01 06:00 UTC)420 cm (śr, 2024-10-02 06:00 UTC)384 cm (cz, 2024-10-03 06:00 UTC),-,51.8022,15.7217
151170070,Odolanów,Barycz (14),,127 cm,pn, 2024-09-30 17:50 UTC,,-,3 cm,4 cm,3 cm,-4 cm,90 cm,120 cm,Barycz,wielkopolskie,ostrowski,37 cm,7 cm,126 cm,-,-,-,51.5756,17.67
152140130,Połęcko,Odra (1),,442 cm,pn, 2024-09-30 17:50 UTC,,-,-3 cm,-5 cm,-10 cm,-19 cm,310 cm,350 cm,Odra od Bobru do Warty,lubuskie,krośnieński,132 cm,92 cm,431 cm,436 cm (wt, 2024-10-01 06:00 UTC)412 cm (śr, 2024-10-02 06:00 UTC)386 cm (cz, 2024-10-03 06:00 UTC),433 cm (wt, 2024-10-01 06:00 UTC)410 cm (śr, 2024-10-02 06:00 UTC)385 cm (cz, 2024-10-03 06:00 UTC),-,52.0525,14.8922
152140050,Słubice,Odra (1),,480 cm,pn, 2024-09-30 17:50 UTC,,-,0 cm,-3 cm,-11 cm,-28 cm,360 cm,410 cm,Odra od Bobru do Warty,lubuskie,słubicki,120 cm,70 cm,416 cm,468 cm (wt, 2024-10-01 06:00 UTC)451 cm (śr, 2024-10-02 06:00 UTC)432 cm (cz, 2024-10-03 06:00 UTC),466 cm (wt, 2024-10-01 06:00 UTC)448 cm (śr, 2024-10-02 06:00 UTC)426 cm (cz, 2024-10-03 06:00 UTC),-,52.3481,14.5556
152150020,Stary Raduszec,Bóbr (16),,544 cm,pn, 2024-09-30 17:50 UTC,,-,-4 cm,-7 cm,-13 cm,-,450 cm,500 cm,Bóbr,lubuskie,krośnieński,94 cm,44 cm,420 cm,-,534 cm (wt, 2024-10-01 06:00 UTC)510 cm (śr, 2024-10-02 06:00 UTC)488 cm (cz, 2024-10-03 06:00 UTC),-,52.0364,15.0786
153140020,Widuchowa,Odra (1),,657 cm,pn, 2024-09-30 17:50 UTC,,-,0 cm,2 cm,5 cm,23 cm,630 cm,650 cm,-,zachodniopomorskie,gryfiński,27 cm,7 cm,229 cm,648 cm (wt, 2024-10-01 06:00 UTC)640 cm (śr, 2024-10-02 06:00 UTC),651 cm (wt, 2024-10-01 06:00 UTC)644 cm (śr, 2024-10-02 06:00 UTC),-,53.1225,14.3819
152140090,Biała Góra,Odra (1),,457 cm,pn, 2024-09-30 17:50 UTC,,-,-2 cm,-4 cm,-11 cm,-25 cm,360 cm,470 cm,Odra od Bobru do Warty,lubuskie,słubicki,97 cm,-13 cm,389 cm,-,446 cm (wt, 2024-10-01 06:00 UTC)425 cm (śr, 2024-10-02 06:00 UTC)400 cm (cz, 2024-10-03 06:00 UTC),-,52.0933,14.7272
150160280,Borów,Ślęza (1336),,169 cm,pn, 2024-09-30 17:50 UTC,,-,0 cm,-1 cm,-3 cm,-8 cm,160 cm,200 cm,Ślęza,dolnośląskie,strzeliński,9 cm,-31 cm,108 cm,-,171 cm (wt, 2024-10-01 06:00 UTC)172 cm (śr, 2024-10-02 06:00 UTC)173 cm (cz, 2024-10-03 06:00 UTC),-,50.8889,16.9906
153140030,Gryfino,Odra (1),,573 cm,pn, 2024-09-30 17:50 UTC,,-,1 cm,0 cm,0 cm,14 cm,570 cm,600 cm,-,zachodniopomorskie,gryfiński,3 cm,-27 cm,139 cm,573 cm (pn, 2024-09-30 06:00 UTC)568 cm (wt, 2024-10-01 06:00 UTC)582 cm (śr, 2024-10-02 06:00 UTC),-,-,53.2569,14.4844
151160140,Osetno,Barycz (14),,285 cm,pn, 2024-09-30 17:50 UTC,,-,0 cm,-1 cm,-2 cm,-6 cm,260 cm,330 cm,Barycz,dolnośląskie,górowski,25 cm,-45 cm,197 cm,-,278 cm (wt, 2024-10-01 06:00 UTC)268 cm (śr, 2024-10-02 06:00 UTC)265 cm (cz, 2024-10-03 06:00 UTC),-,51.6319,16.46
151160130,Ścinawa,Odra (1),,370 cm,pn, 2024-09-30 17:50 UTC,,-,-7 cm,-13 cm,-18 cm,-26 cm,350 cm,400 cm,Odra od Nysy Kłodzkiej do Baryczy,dolnośląskie,lubiński,20 cm,-30 cm,364 cm,360 cm (wt, 2024-10-01 06:00 UTC)342 cm (śr, 2024-10-02 06:00 UTC),343 cm (wt, 2024-10-01 06:00 UTC)326 cm (śr, 2024-10-02 06:00 UTC)294 cm (cz, 2024-10-03 06:00 UTC),-,51.4089,16.4433
151170050,Zbytowa,Widawa (136),,328 cm,pn, 2024-09-30 17:50 UTC,,-,-2 cm,-3 cm,-7 cm,-9 cm,310 cm,350 cm,Widawa,dolnośląskie,oleśnicki,18 cm,-22 cm,170 cm,-,329 cm (wt, 2024-10-01 06:00 UTC)326 cm (śr, 2024-10-02 06:00 UTC)326 cm (cz, 2024-10-03 06:00 UTC),-,51.1058,17.4067
153170010,Białośliwie,Noteć (188),,239 cm,pn, 2024-09-30 17:50 UTC,,-,0 cm,0 cm,0 cm,0 cm,280 cm,330 cm,Noteć od Łobżonki do Gwdy,wielkopolskie,pilski,-41 cm,-91 cm,141 cm,-,-,-,53.0736,17.1247
151160180,Bogdaszowice,Strzegomka (1348),,144 cm,pn, 2024-09-30 17:30 UTC,,10 cm,17 cm,17 cm,16 cm,-4 cm,180 cm,220 cm,Bystrzyca,dolnośląskie,wrocławski,-36 cm,-76 cm,80 cm,-,128 cm (wt, 2024-10-01 06:00 UTC)127 cm (śr, 2024-10-02 06:00 UTC)129 cm (cz, 2024-10-03 06:00 UTC),-,51.0867,16.7925
150170160,Branice,Opawa (112),,132 cm,pn, 2024-09-30 17:50 UTC,,-,0 cm,-1 cm,-1 cm,-4 cm,180 cm,240 cm,Opawa,opolskie,głubczycki,-48 cm,-108 cm,92 cm,-,-,-,50.0511,17.7694
151160170,Brzeg Dolny,Odra (1),,456 cm,pn, 2024-09-30 17:50 UTC,,-,-4 cm,-4 cm,-20 cm,-21 cm,510 cm,630 cm,Odra od Nysy Kłodzkiej do Baryczy,dolnośląskie,wołowski,-54 cm,-174 cm,431 cm,-,446 cm (wt, 2024-10-01 06:00 UTC)422 cm (śr, 2024-10-02 06:00 UTC)403 cm (cz, 2024-10-03 06:00 UTC),-,51.2606,16.7267
153180010,Czarna Woda,Wda (294),,89 cm,pn, 2024-09-30 17:40 UTC,,-,0 cm,-1 cm,-1 cm,0 cm,130 cm,150 cm,Wda,pomorskie,starogardzki,-41 cm,-61 cm,67 cm,-,-,-,53.8411,18.0928
151180050,Dębe,Swędrnia (18482),,208 cm,pn, 2024-09-30 17:50 UTC,,-,0 cm,-1 cm,-1 cm,-3 cm,220 cm,250 cm,Prosna,wielkopolskie,kaliski,-12 cm,-42 cm,100 cm,-,-,-,51.7914,18.1978
150170220,Dobra,Biała (11768),,83 cm,pn, 2024-09-30 17:50 UTC,,-,19 cm,15 cm,-7 cm,-1 cm,140 cm,200 cm,Odra od Kłodnicy do Małej Panwi,opolskie,krapkowicki,-57 cm,-117 cm,66 cm,-,-,-,50.4481,17.8969
154160060,Grabowo,Grabowa (468),,-,-,-,-,-,-,-,1 cm,160 cm,170 cm,Wieprza,zachodniopomorskie,sławieński,-,-,-,-,-,-,54.2983,16.4375
152220060,Hruszew,Toczna (2671458),,180 cm,pn, 2024-09-30 17:50 UTC,,-,0 cm,-2 cm,-1 cm,-6 cm,-,-,Bug od Krzny do Nurca,mazowieckie,łosicki,-,-,100 cm,-,-,-,52.3206,22.7203
150170080,Jarnołtówek,Złoty Potok (117644),,85 cm,pn, 2024-09-30 17:50 UTC,,-,0 cm,-1 cm,-3 cm,1 cm,120 cm,170 cm,Odra od Kłodnicy do Małej Panwi,opolskie,nyski,-35 cm,-85 cm,24 cm,-,-,-,50.2858,17.4281
153200030,Kalisty,Pasłęka (56),,103 cm,pn, 2024-09-30 17:50 UTC,,-,0 cm,1 cm,1 cm,-2 cm,170 cm,190 cm,Pasłęka,warmińsko-mazurskie,olsztyński,-67 cm,-87 cm,77 cm,-,-,-,53.9172,20.1958
152160090,Kościan,Kanał Mosiński (1856),,146 cm,pn, 2024-09-30 17:50 UTC,,-,9 cm,12 cm,11 cm,-24 cm,180 cm,210 cm,Kanał Mosiński,wielkopolskie,kościański,-34 cm,-64 cm,143 cm,-,-,-,52.09,16.6442
153180060,Krąplewice,Wda (294),,146 cm,pn, 2024-09-30 17:50 UTC,,-,46 cm,46 cm,30 cm,35 cm,220 cm,280 cm,Wda,kujawsko-pomorskie,świecki,-74 cm,-134 cm,128 cm,-,-,-,53.4894,18.3808
152200090,Krubice,Utrata (2728),,160 cm,pn, 2024-09-30 17:50 UTC,,-,0 cm,0 cm,0 cm,0 cm,220 cm,280 cm,Bzura,mazowieckie,warszawski zachodni,-60 cm,-120 cm,100 cm,-,-,-,52.2397,20.4517
151170010,Krzyżanowice,Widawa (136),,133 cm,pn, 2024-09-30 17:50 UTC,,-,0 cm,-1 cm,-1 cm,-2 cm,150 cm,200 cm,Widawa,dolnośląskie,trzebnicki,-17 cm,-67 cm,107 cm,-,133 cm (wt, 2024-10-01 06:00 UTC)129 cm (śr, 2024-10-02 06:00 UTC)124 cm (cz, 2024-10-03 06:00 UTC),-,51.1711,17.0475
153220230,Kulesze-Chobotki,Nereśl (2618),,270 cm,pn, 2024-09-30 17:50 UTC,,-,1 cm,0 cm,0 cm,5 cm,330 cm,360 cm,Narew do Biebrzy,podlaskie,moniecki,-60 cm,-90 cm,155 cm,-,-,-,53.2417,22.7647
150160070,Lubachów,Bystrzyca (134),,184 cm,pn, 2024-09-30 17:50 UTC,,-,0 cm,11 cm,0 cm,0 cm,210 cm,230 cm,Bystrzyca,dolnośląskie,świdnicki,-26 cm,-46 cm,101 cm,-,136 cm (wt, 2024-10-01 06:00 UTC)136 cm (śr, 2024-10-02 06:00 UTC)136 cm (cz, 2024-10-03 06:00 UTC),-,50.7658,16.4311
150160090,Łażany,Strzegomka (1348),,177 cm,pn, 2024-09-30 17:50 UTC,,-,-1 cm,1 cm,0 cm,-1 cm,200 cm,240 cm,Bystrzyca,dolnośląskie,świdnicki,-23 cm,-63 cm,96 cm,-,178 cm (wt, 2024-10-01 06:00 UTC)178 cm (śr, 2024-10-02 06:00 UTC)179 cm (cz, 2024-10-03 06:00 UTC),-,50.9531,16.4925
